dataset,model,group_id,nominal_level,aggregation,n,mae,rmse,coverage,mpiw,winkler,negative_points,negative_lower_bounds,phase
rico,attention_lstm,P4S11,0.9,within-original-group sample mean,212,0.814368762610094,0.8400370332472604,0.24056603773584906,1.3618728637695339,4.541633274870085,0,0,4.0
rico,attention_lstm,P4S12,0.9,within-original-group sample mean,212,2.369484762875539,2.3846881425832986,0.0,1.3618728637695339,35.13283948358497,0,0,4.0
rico,attention_lstm,P4S13,0.9,within-original-group sample mean,212,0.8283555264742869,0.9817340692693491,0.5047169811320755,1.3618728637695339,7.717967979862996,0,0,4.0
rico,attention_lstm,P4S14,0.9,within-original-group sample mean,212,1.425700608739313,1.5448575114021874,0.1320754716981132,1.3618728637695339,16.935302583226594,0,0,4.0
rico,attention_lstm,P4S15,0.9,within-original-group sample mean,212,0.5645771116580602,0.6252752063684689,0.6367924528301887,1.3618728637695339,2.659168164235234,0,0,4.0
rico,attention_lstm,P4S16,0.9,within-original-group sample mean,212,1.232468225371163,1.4027554897747796,0.22641509433962265,1.3618728637695339,14.245339944227666,0,0,4.0
rico,attention_lstm,P4S17,0.9,within-original-group sample mean,212,4.937180583881882,4.945133073480573,0.0,1.3618728637695339,86.48675590371187,0,0,4.0
rico,attention_lstm,P4S18,0.9,within-original-group sample mean,212,1.0864043055840258,1.302492508303818,0.44339622641509435,1.3618728637695339,11.591910157113697,0,0,4.0
rico,attention_lstm,P4S19,0.9,within-original-group sample mean,212,1.9881753201754586,2.047325868118382,0.0,1.3618728637695339,27.50665062958337,0,0,4.0
rico,attention_lstm,P4S2,0.9,within-original-group sample mean,212,3.6130757385829706,3.6275951994335,0.0,1.3618728637695339,60.00465899773362,0,0,4.0
rico,attention_lstm,P4S20,0.9,within-original-group sample mean,212,1.9020653868621256,1.9066221460502077,0.0,1.3618728637695339,25.78445196331671,0,0,4.0
rico,attention_lstm,P4S21,0.9,within-original-group sample mean,212,1.0314740306926222,1.1254889502364303,0.10849056603773585,1.3618728637695339,8.420107816300284,0,0,4.0
rico,attention_lstm,P4S22,0.9,within-original-group sample mean,212,0.4463474471614045,0.47788395093378205,0.8726415094339622,1.3618728637695339,1.4963738711375125,0,0,4.0
rico,attention_lstm,P4S23,0.9,within-original-group sample mean,212,1.4720940679874064,1.6465237675870457,0.19339622641509435,1.3618728637695339,18.473624312202865,0,0,4.0
rico,attention_lstm,P4S24,0.9,within-original-group sample mean,212,0.9967765898074744,1.0379343472344185,0.07547169811320754,1.3618728637695339,8.039637288507402,0,0,4.0
rico,attention_lstm,P4S25,0.9,within-original-group sample mean,212,4.85909248927854,4.968720382004181,0.0,1.3618728637695339,84.92499401164505,0,0,4.0
rico,attention_lstm,P4S26,0.9,within-original-group sample mean,212,4.851637255470708,4.876510126313864,0.0,1.3618728637695339,84.7758893354884,0,0,4.0
rico,attention_lstm,P4S27,0.9,within-original-group sample mean,212,2.372262278142965,2.390280918073627,0.0,1.3618728637695339,35.1883897889335,0,0,4.0
rico,attention_lstm,P4S28,0.9,within-original-group sample mean,212,4.396098408609066,4.424891855372552,0.0,1.3618728637695339,75.66511239825556,0,0,4.0
rico,attention_lstm,P4S29,0.9,within-original-group sample mean,212,5.1256107150383725,5.18518045072933,0.0,1.3618728637695339,90.25535852684166,0,0,4.0
rico,attention_lstm,P4S3,0.9,within-original-group sample mean,212,1.9405410442712165,1.9475001901893296,0.0,1.3618728637695339,26.553965111498535,0,0,4.0
rico,attention_lstm,P4S30,0.9,within-original-group sample mean,212,1.3834429614948776,1.847922134454881,0.3584905660377358,1.3618728637695339,18.403460189531422,0,0,4.0
rico,attention_lstm,P4S31,0.9,within-original-group sample mean,212,3.89945544476779,4.056179980513082,0.0,1.3618728637695339,65.73225312143002,0,0,4.0
rico,attention_lstm,P4S32,0.9,within-original-group sample mean,212,2.7483005073835267,2.805074117907919,0.0,1.3618728637695339,42.709154373744724,0,0,4.0
rico,attention_lstm,P4S33,0.9,within-original-group sample mean,212,1.3830684967760771,1.4135465666807445,0.0,1.3618728637695339,15.404514161595735,0,0,4.0
rico,attention_lstm,P4S34,0.9,within-original-group sample mean,212,2.1574310788568463,2.2094596516797957,0.0,1.3618728637695339,30.89176580321112,0,0,4.0
rico,attention_lstm,P4S5,0.9,within-original-group sample mean,212,3.231365184064181,3.2471027511493626,0.0,1.3618728637695339,52.370447907357836,0,0,4.0
rico,attention_lstm,P4S6,0.9,within-original-group sample mean,212,3.37147612481747,3.380238520957193,0.0,1.3618728637695339,55.17266672242361,0,0,4.0
rico,attention_lstm,P4S7,0.9,within-original-group sample mean,212,3.861752175385097,3.8701913002443775,0.0,1.3618728637695339,64.97818773377614,0,0,4.0
rico,attention_lstm,P4S8,0.9,within-original-group sample mean,212,4.811692664308367,4.81387025476276,0.0,1.3618728637695339,83.97699751224158,0,0,4.0
rico,attention_lstm,P4S9,0.9,within-original-group sample mean,212,0.6178454740992131,0.8060041578681177,0.6792452830188679,1.3618728637695339,5.004063509095384,0,0,4.0
rico,attention_lstm,P1S101,0.95,within-original-group sample mean,212,0.1315209298763635,0.1450948296710345,1.0,1.5061462402343724,1.5061462402343724,0,0,1.0
rico,attention_lstm,P3S0,0.95,within-original-group sample mean,212,0.8138799127542747,0.9409468974426504,0.4339622641509434,1.5061462402343724,11.222007650699279,0,0,3.0
rico,attention_lstm,P3S1,0.95,within-original-group sample mean,212,1.2666967913789569,1.287604076652614,0.0,1.5061462402343724,22.051093090705187,0,0,3.0
rico,attention_lstm,P3S2,0.95,within-original-group sample mean,212,1.6900010378855579,1.7124325617774114,0.0,1.5061462402343724,38.98326295096922,0,0,3.0
rico,attention_lstm,P3S3,0.95,within-original-group sample mean,212,2.0467296204476986,2.0562999493577943,0.0,1.5061462402343724,53.252406253454836,0,0,3.0
rico,attention_lstm,P3S4,0.95,within-original-group sample mean,212,2.5886874954655483,2.610469945663831,0.0,1.5061462402343724,74.93072125416882,0,0,3.0
rico,attention_lstm,P3S5,0.95,within-original-group sample mean,212,3.7948602514446907,3.8092308750607766,0.0,1.5061462402343724,123.17763149333443,0,0,3.0
rico,attention_lstm,P4S0,0.95,within-original-group sample mean,212,0.5100202344498543,0.569327310106392,0.75,1.5061462402343724,2.164498426329423,0,0,4.0
rico,attention_lstm,P4S1,0.95,within-original-group sample mean,212,1.1214228863986035,1.235297198169727,0.3160377358490566,1.5061462402343724,19.542859534497556,0,0,4.0
rico,attention_lstm,P4S10,0.95,within-original-group sample mean,212,1.462041111712186,1.4658611826874755,0.0,1.5061462402343724,29.864865904034353,0,0,4.0
rico,attention_lstm,P4S11,0.95,within-original-group sample mean,212,0.814368762610094,0.8400370332472604,0.38207547169811323,1.5061462402343724,5.845571956994433,0,0,4.0
rico,attention_lstm,P4S12,0.95,within-original-group sample mean,212,2.369484762875539,2.3846881425832986,0.0,1.5061462402343724,66.16261195056845,0,0,4.0
rico,attention_lstm,P4S13,0.95,within-original-group sample mean,212,0.8283555264742869,0.9817340692693491,0.5094339622641509,1.5061462402343724,12.791200141186998,0,0,4.0
rico,attention_lstm,P4S14,0.95,within-original-group sample mean,212,1.425700608739313,1.5448575114021874,0.17452830188679244,1.5061462402343724,30.209888573412652,0,0,4.0
rico,attention_lstm,P4S15,0.95,within-original-group sample mean,212,0.5645771116580602,0.6252752063684689,0.6698113207547169,1.5061462402343724,3.095637526602132,0,0,4.0
rico,attention_lstm,P4S16,0.95,within-original-group sample mean,212,1.232468225371163,1.4027554897747796,0.24528301886792453,1.5061462402343724,25.063874773709298,0,0,4.0
rico,attention_lstm,P4S17,0.95,within-original-group sample mean,212,4.937180583881882,4.945133073480573,0.0,1.5061462402343724,168.8704447908221,0,0,4.0
rico,attention_lstm,P4S18,0.95,within-original-group sample mean,212,1.0864043055840258,1.302492508303818,0.45754716981132076,1.5061462402343724,20.366452890072242,0,0,4.0
rico,attention_lstm,P4S19,0.95,within-original-group sample mean,212,1.9881753201754586,2.047325868118382,0.0,1.5061462402343724,50.91023424256524,0,0,4.0
rico,attention_lstm,P4S2,0.95,within-original-group sample mean,212,3.6130757385829706,3.6275951994335,0.0,1.5061462402343724,115.90625097886567,0,0,4.0
rico,attention_lstm,P4S20,0.95,within-original-group sample mean,212,1.9020653868621256,1.9066221460502077,0.0,1.5061462402343724,47.46583691003191,0,0,4.0
rico,attention_lstm,P4S21,0.95,within-original-group sample mean,212,1.0314740306926222,1.1254889502364303,0.3584905660377358,1.5061462402343724,13.454178619384793,0,0,4.0
rico,attention_lstm,P4S22,0.95,within-original-group sample mean,212,0.4463474471614045,0.47788395093378205,0.9669811320754716,1.5061462402343724,1.5370154902620148,0,0,4.0
rico,attention_lstm,P4S23,0.95,within-original-group sample mean,212,1.4720940679874064,1.6465237675870457,0.21226415094339623,1.5061462402343724,33.44309685185272,0,0,4.0
rico,attention_lstm,P4S24,0.95,within-original-group sample mean,212,0.9967765898074744,1.0379343472344185,0.11320754716981132,1.5061462402343724,12.239153851203232,0,0,4.0
rico,attention_lstm,P4S25,0.95,within-original-group sample mean,212,4.85909248927854,4.968720382004181,0.0,1.5061462402343724,165.7469210066884,0,0,4.0
rico,attention_lstm,P4S26,0.95,within-original-group sample mean,212,4.851637255470708,4.876510126313864,0.0,1.5061462402343724,165.44871165437507,0,0,4.0
rico,attention_lstm,P4S27,0.95,within-original-group sample mean,212,2.372262278142965,2.390280918073627,0.0,1.5061462402343724,66.27371256126547,0,0,4.0
rico,attention_lstm,P4S28,0.95,within-original-group sample mean,212,4.396098408609066,4.424891855372552,0.0,1.5061462402343724,147.22715777990945,0,0,4.0
rico,attention_lstm,P4S29,0.95,within-original-group sample mean,212,5.1256107150383725,5.18518045072933,0.0,1.5061462402343724,176.40765003708162,0,0,4.0
rico,attention_lstm,P4S3,0.95,within-original-group sample mean,212,1.9405410442712165,1.9475001901893296,0.0,1.5061462402343724,49.004863206395555,0,0,4.0
rico,attention_lstm,P4S30,0.95,within-original-group sample mean,212,1.3834429614948776,1.847922134454881,0.4056603773584906,1.5061462402343724,33.8305146991082,0,0,4.0
rico,attention_lstm,P4S31,0.95,within-original-group sample mean,212,3.89945544476779,4.056179980513082,0.0,1.5061462402343724,127.3614392262584,0,0,4.0
rico,attention_lstm,P4S32,0.95,within-original-group sample mean,212,2.7483005073835267,2.805074117907919,0.0,1.5061462402343724,81.31524173088793,0,0,4.0
rico,attention_lstm,P4S33,0.95,within-original-group sample mean,212,1.3830684967760771,1.4135465666807445,0.0,1.5061462402343724,26.705961306589973,0,0,4.0
rico,attention_lstm,P4S34,0.95,within-original-group sample mean,212,2.1574310788568463,2.2094596516797957,0.0,1.5061462402343724,57.68046458982073,0,0,4.0
rico,attention_lstm,P4S5,0.95,within-original-group sample mean,212,3.231365184064181,3.2471027511493626,0.0,1.5061462402343724,100.63782879811409,0,0,4.0
rico,attention_lstm,P4S6,0.95,within-original-group sample mean,212,3.37147612481747,3.380238520957193,0.0,1.5061462402343724,106.24226642824564,0,0,4.0
rico,attention_lstm,P4S7,0.95,within-original-group sample mean,212,3.861752175385097,3.8701913002443775,0.0,1.5061462402343724,125.85330845095069,0,0,4.0
rico,attention_lstm,P4S8,0.95,within-original-group sample mean,212,4.811692664308367,4.81387025476276,0.0,1.5061462402343724,163.85092800788155,0,0,4.0
rico,attention_lstm,P4S9,0.95,within-original-group sample mean,212,0.6178454740992131,0.8060041578681177,0.7169811320754716,1.5061462402343724,7.92102674088389,0,0,4.0
bdg2,persistence,Eagle_assembly_Benny,0.9,within-original-group sample mean,3475,5.767777870503597,10.46082845023803,0.997410071942446,115.80600000000074,116.25868661870574,0,2315,
bdg2,persistence,Eagle_assembly_Ian,0.9,within-original-group sample mean,3475,45.30273381294964,79.2608606361108,0.7720863309352518,115.80600000000074,482.1301669064739,0,10,
bdg2,persistence,Fox_education_Henrietta,0.9,within-original-group sample mean,3475,0.8764057553956836,1.631252676615131,1.0,115.80600000000074,115.80600000000074,0,3475,
bdg2,persistence,Hog_assembly_Colette,0.9,within-original-group sample mean,3475,48.24604402877698,65.44972039019586,0.6541007194244605,115.80600000000074,367.5649467625882,0,0,
bdg2,persistence,Hog_assembly_Dona,0.9,within-original-group sample mean,3475,39.95826388489209,51.46466906783316,0.7945323741007194,115.80600000000074,244.18534964028703,0,0,
bdg2,persistence,Lamb_assembly_Bertie,0.9,within-original-group sample mean,3475,11.851865438848922,23.29325724977426,0.962589928057554,115.80600000000074,139.29378014388536,0,1770,
bdg2,persistence,Lamb_assembly_Cesar,0.9,within-original-group sample mean,3475,1.614842330935252,3.4722593794417005,1.0,115.80600000000074,115.80600000000074,0,3475,
bdg2,persistence,Moose_education_Ricardo,0.9,within-original-group sample mean,3365,8.159874175334325,13.595901816742073,0.9979197622585438,115.80600000000075,116.17566359584025,0,0,
bdg2,persistence,Mouse_health_Estela,0.9,within-original-group sample mean,3475,18.145159194244602,31.668629375072342,0.9289208633093525,115.80600000000074,158.85036834532394,0,3,
bdg2,persistence,Mouse_health_Justin,0.9,within-original-group sample mean,3475,29.5506551942446,47.40158139830789,0.8448920863309353,115.80600000000074,215.17956661870463,0,16,
bdg2,persistence,Eagle_assembly_Benny,0.95,within-original-group sample mean,3475,5.767777870503597,10.46082845023803,1.0,165.40000000000006,165.40000000000006,0,3221,
bdg2,persistence,Eagle_assembly_Ian,0.95,within-original-group sample mean,3475,45.30273381294964,79.2608606361108,0.8402877697841726,165.40000000000006,707.0230215827332,0,10,
bdg2,persistence,Fox_education_Henrietta,0.95,within-original-group sample mean,3475,0.8764057553956836,1.631252676615131,1.0,165.40000000000006,165.40000000000006,0,3475,
bdg2,persistence,Hog_assembly_Colette,0.95,within-original-group sample mean,3475,48.24604402877698,65.44972039019586,0.8351079136690648,165.4,423.05492949640274,0,2,
bdg2,persistence,Hog_assembly_Dona,0.95,within-original-group sample mean,3475,39.95826388489209,51.46466906783316,0.9082014388489209,165.4,286.71645467625893,0,0,
bdg2,persistence,Lamb_assembly_Bertie,0.95,within-original-group sample mean,3475,11.851865438848922,23.29325724977426,0.9801438848920864,165.4,184.56882647482016,0,2039,
bdg2,persistence,Lamb_assembly_Cesar,0.95,within-original-group sample mean,3475,1.614842330935252,3.4722593794417005,1.0,165.40000000000006,165.40000000000006,0,3475,
bdg2,persistence,Moose_education_Ricardo,0.95,within-original-group sample mean,3365,8.159874175334325,13.595901816742073,0.999702823179792,165.4,165.42113283803863,0,0,
bdg2,persistence,Mouse_health_Estela,0.95,within-original-group sample mean,3475,18.145159194244602,31.668629375072342,0.9694964028776979,165.40000000000006,210.25525179856115,0,3,
bdg2,persistence,Mouse_health_Justin,0.95,within-original-group sample mean,3475,29.5506551942446,47.40158139830789,0.9364028776978417,165.4,260.2422929496403,0,16,
bdg2,xgboost,Eagle_assembly_Benny,0.9,within-original-group sample mean,3475,6.059336755836103,9.297785064600037,0.9976978417266187,93.58798510742191,94.0294469108483,0,1838,
bdg2,xgboost,Eagle_assembly_Ian,0.9,within-original-group sample mean,3475,45.17393564292853,72.69715562158476,0.7096402877697842,93.58798510742191,465.0943869717605,0,2,
bdg2,xgboost,Fox_education_Henrietta,0.9,within-original-group sample mean,3475,1.2432696892360988,1.821363586332211,1.0,93.58798510742191,93.58798510742191,0,3475,
bdg2,xgboost,Hog_assembly_Colette,0.9,within-original-group sample mean,3475,40.054933015663636,54.09329317599261,0.6851798561151079,93.58798510742191,316.55531224391575,0,0,
bdg2,xgboost,Hog_assembly_Dona,0.9,within-original-group sample mean,3475,30.683799481104572,39.64666134740543,0.7910791366906474,93.58798510742191,187.13780922781308,0,0,
bdg2,xgboost,Lamb_assembly_Bertie,0.9,within-original-group sample mean,3475,11.757943526845548,18.67599481954563,0.9657553956834533,93.58798510742191,107.6718134997471,5,1363,
bdg2,xgboost,Lamb_assembly_Cesar,0.9,within-original-group sample mean,3475,2.5071319583430047,3.723166171904355,1.0,93.58798510742191,93.58798510742191,8,3474,
bdg2,xgboost,Moose_education_Ricardo,0.9,within-original-group sample mean,3365,8.18238186844847,10.937543152001982,0.9982169390787519,93.58798510742191,94.06759334566253,0,0,
bdg2,xgboost,Mouse_health_Estela,0.9,within-original-group sample mean,3475,10.393533790269151,18.616086297230623,0.9841726618705036,93.58798510742191,107.27709044419545,0,0,
bdg2,xgboost,Mouse_health_Justin,0.9,within-original-group sample mean,3475,21.184133237192277,38.52965165061965,0.9087769784172662,93.58798510742191,160.20917648163504,0,0,
bdg2,xgboost,Eagle_assembly_Benny,0.95,within-original-group sample mean,3475,6.059336755836103,9.297785064600037,1.0,135.84407348632817,135.84407348632817,0,2754,
bdg2,xgboost,Eagle_assembly_Ian,0.95,within-original-group sample mean,3475,45.17393564292853,72.69715562158476,0.8020143884892086,135.84407348632817,676.1809475598227,0,2,
bdg2,xgboost,Fox_education_Henrietta,0.95,within-original-group sample mean,3475,1.2432696892360988,1.821363586332211,1.0,135.84407348632817,135.84407348632817,0,3475,
bdg2,xgboost,Hog_assembly_Colette,0.95,within-original-group sample mean,3475,40.054933015663636,54.09329317599261,0.8126618705035972,135.84407348632817,373.2931591512334,0,0,
bdg2,xgboost,Hog_assembly_Dona,0.95,within-original-group sample mean,3475,30.683799481104572,39.64666134740543,0.9202877697841727,135.84407348632817,208.830649568275,0,0,
bdg2,xgboost,Lamb_assembly_Bertie,0.95,within-original-group sample mean,3475,11.757943526845548,18.67599481954563,0.9887769784172662,135.84407348632817,145.48329848998145,5,1915,
bdg2,xgboost,Lamb_assembly_Cesar,0.95,within-original-group sample mean,3475,2.5071319583430047,3.723166171904355,1.0,135.84407348632817,135.84407348632817,8,3475,
bdg2,xgboost,Moose_education_Ricardo,0.95,within-original-group sample mean,3365,8.18238186844847,10.937543152001982,0.999405646359584,135.84407348632817,135.94476366033913,0,0,
bdg2,xgboost,Mouse_health_Estela,0.95,within-original-group sample mean,3475,10.393533790269151,18.616086297230623,0.9936690647482015,135.8440734863282,154.9004067365951,0,1,
bdg2,xgboost,Mouse_health_Justin,0.95,within-original-group sample mean,3475,21.184133237192277,38.52965165061965,0.9631654676258993,135.84407348632817,220.69513128224762,0,0,
bdg2,attention_lstm,Eagle_assembly_Benny,0.9,within-original-group sample mean,3475,8.985675739552889,12.14463194174709,0.9985611510791367,98.60187109374942,98.84591471588296,0,2112,
bdg2,attention_lstm,Eagle_assembly_Ian,0.9,within-original-group sample mean,3475,47.74711411290889,74.50891962254094,0.6917985611510792,98.60187109374942,472.82728262421443,0,2,
bdg2,attention_lstm,Fox_education_Henrietta,0.9,within-original-group sample mean,3475,4.353861393990277,5.38882968919348,1.0,98.60187109374942,98.60187109374942,135,3475,
bdg2,attention_lstm,Hog_assembly_Colette,0.9,within-original-group sample mean,3475,41.33205477015653,55.03191996317116,0.6716546762589928,98.60187109374942,311.78695663781616,0,0,
bdg2,attention_lstm,Hog_assembly_Dona,0.9,within-original-group sample mean,3475,31.533418692003426,40.282982663669685,0.8034532374100719,98.60187109374942,186.79708081230388,0,0,
bdg2,attention_lstm,Lamb_assembly_Bertie,0.9,within-original-group sample mean,3475,12.813033695410859,20.68173968606757,0.9571223021582734,98.60187109374942,117.15823075989174,240,1501,
bdg2,attention_lstm,Lamb_assembly_Cesar,0.9,within-original-group sample mean,3475,3.641499341733644,4.7850014634931135,1.0,98.60187109374942,98.60187109374942,292,3475,
bdg2,attention_lstm,Moose_education_Ricardo,0.9,within-original-group sample mean,3365,8.488760249125011,10.95668703817905,0.9982169390787519,98.60187109374942,98.97753146446591,0,0,
bdg2,attention_lstm,Mouse_health_Estela,0.9,within-original-group sample mean,3475,10.8248226015625,19.32970823176687,0.9841726618705036,98.60187109374942,111.7509276081942,0,0,
bdg2,attention_lstm,Mouse_health_Justin,0.9,within-original-group sample mean,3475,22.023667832825144,40.30170294004734,0.9237410071942446,98.60187109374942,167.96561101829462,0,0,
bdg2,attention_lstm,Eagle_assembly_Benny,0.95,within-original-group sample mean,3475,8.985675739552889,12.14463194174709,1.0,141.03879687500006,141.03879687500006,0,3247,
bdg2,attention_lstm,Eagle_assembly_Ian,0.95,within-original-group sample mean,3475,47.74711411290889,74.50891962254094,0.8028776978417266,141.0387968750001,678.4194370925129,0,2,
bdg2,attention_lstm,Fox_education_Henrietta,0.95,within-original-group sample mean,3475,4.353861393990277,5.38882968919348,1.0,141.03879687500006,141.03879687500006,135,3475,
bdg2,attention_lstm,Hog_assembly_Colette,0.95,within-original-group sample mean,3475,41.33205477015653,55.03191996317116,0.8313669064748201,141.03879687500006,364.29950516524264,0,0,
bdg2,attention_lstm,Hog_assembly_Dona,0.95,within-original-group sample mean,3475,31.533418692003426,40.282982663669685,0.9194244604316547,141.03879687500006,207.827586517817,0,0,
bdg2,attention_lstm,Lamb_assembly_Bertie,0.95,within-original-group sample mean,3475,12.813033695410859,20.68173968606757,0.9838848920863309,141.03879687500006,155.307999575652,240,1955,
bdg2,attention_lstm,Lamb_assembly_Cesar,0.95,within-original-group sample mean,3475,3.641499341733644,4.7850014634931135,1.0,141.03879687500006,141.03879687500006,292,3475,
bdg2,attention_lstm,Moose_education_Ricardo,0.95,within-original-group sample mean,3365,8.488760249125011,10.95668703817905,0.999405646359584,141.03879687500003,141.05116738368318,0,0,
bdg2,attention_lstm,Mouse_health_Estela,0.95,within-original-group sample mean,3475,10.8248226015625,19.32970823176687,0.9942446043165467,141.03879687500006,159.55425819188403,0,0,
bdg2,attention_lstm,Mouse_health_Justin,0.95,within-original-group sample mean,3475,22.023667832825144,40.30170294004734,0.9666187050359712,141.03879687500012,237.16176517985608,0,2,
