dataset,model,group_id,nominal_level,aggregation,n,mae,rmse,coverage,mpiw,winkler,negative_points,negative_lower_bounds,phase
rico,persistence,P4S18,0.95,within-original-group sample mean,212,0.12264150943396228,0.1885896013460155,0.8867924528301887,0.6000000000000014,1.2603773584905635,0,0,4.0
rico,persistence,P4S19,0.95,within-original-group sample mean,212,0.0783018867924528,0.11856054897639813,0.9905660377358491,0.6000000000000014,0.6377358490566051,0,0,4.0
rico,persistence,P4S2,0.95,within-original-group sample mean,212,0.06037735849056601,0.08467473838610137,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S20,0.95,within-original-group sample mean,212,0.02216981132075458,0.04708482910742529,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S21,0.95,within-original-group sample mean,212,0.0674528301886792,0.09491803812903077,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S22,0.95,within-original-group sample mean,212,0.017924528301886795,0.042337369193050714,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S23,0.95,within-original-group sample mean,212,0.08018867924528307,0.093162467136819,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S24,0.95,within-original-group sample mean,212,0.03537735849056612,0.06026670284409238,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S25,0.95,within-original-group sample mean,212,0.08915094339622642,0.11635177630383046,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S26,0.95,within-original-group sample mean,212,0.0575471698113207,0.08954813188742851,1.0,0.6000000000000015,0.6000000000000015,0,0,4.0
rico,persistence,P4S27,0.95,within-original-group sample mean,212,0.041981132075471723,0.07037634679833314,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S28,0.95,within-original-group sample mean,212,0.05424528301886796,0.09085547303895393,1.0,0.6000000000000015,0.6000000000000015,0,0,4.0
rico,persistence,P4S29,0.95,within-original-group sample mean,212,0.035377358490565995,0.059478868928860736,1.0,0.6000000000000015,0.6000000000000015,0,0,4.0
rico,persistence,P4S3,0.95,within-original-group sample mean,212,0.01320754716981134,0.036342189215581605,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S30,0.95,within-original-group sample mean,212,0.17641509433962266,0.22674896767046737,0.8349056603773585,0.6000000000000014,1.4867924528301852,0,0,4.0
rico,persistence,P4S31,0.95,within-original-group sample mean,212,0.15896226415094347,0.2358245270262825,0.839622641509434,0.6000000000000015,1.8830188679245243,0,0,4.0
rico,persistence,P4S32,0.95,within-original-group sample mean,212,0.08066037735849062,0.13157249239380164,0.9575471698113207,0.6000000000000014,0.7886792452830188,0,0,4.0
rico,persistence,P4S33,0.95,within-original-group sample mean,212,0.04622641509433964,0.0739709274864629,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S34,0.95,within-original-group sample mean,212,0.1570754716981132,0.21401375374599835,0.8915094339622641,0.6000000000000014,1.4679245283018842,0,0,4.0
rico,persistence,P4S5,0.95,within-original-group sample mean,212,0.07500000000000007,0.09833519878840295,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S6,0.95,within-original-group sample mean,212,0.025943396226415127,0.05093466032714379,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S7,0.95,within-original-group sample mean,212,0.05660377358490564,0.09059551407112447,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S8,0.95,within-original-group sample mean,212,0.023113207547169806,0.04904753181719228,1.0,0.6000000000000014,0.6000000000000014,0,0,4.0
rico,persistence,P4S9,0.95,within-original-group sample mean,212,0.10000000000000002,0.17617529863478762,0.9245283018867925,0.6000000000000014,1.2415094339622628,0,0,4.0
rico,xgboost,P1S101,0.9,within-original-group sample mean,212,0.05277362139719848,0.07013234016625142,0.9905660377358491,0.3424011230468764,0.34337836931336707,0,0,1.0
rico,xgboost,P3S0,0.9,within-original-group sample mean,212,0.09440003341098994,0.11919991758439583,0.8443396226415094,0.3424011230468764,0.5092849875396142,0,0,3.0
rico,xgboost,P3S1,0.9,within-original-group sample mean,212,0.08030698884208246,0.09848346200101007,0.9339622641509434,0.3424011230468764,0.4133941506439796,0,0,3.0
rico,xgboost,P3S2,0.9,within-original-group sample mean,212,0.41215019406012776,0.44448543869714274,0.12264150943396226,0.3424011230468764,5.355705491551806,0,0,3.0
rico,xgboost,P3S3,0.9,within-original-group sample mean,212,0.37389077600443127,0.381544295234256,0.0047169811320754715,0.3424011230468764,4.406305543431681,0,0,3.0
rico,xgboost,P3S4,0.9,within-original-group sample mean,212,0.2442211636957133,0.3037414346703789,0.37735849056603776,0.3424011230468764,2.4438090558321908,0,0,3.0
rico,xgboost,P3S5,0.9,within-original-group sample mean,212,0.2712359626338167,0.3532175728329656,0.21226415094339623,0.3424011230468764,2.758593915543459,0,0,3.0
rico,xgboost,P4S0,0.9,within-original-group sample mean,212,0.1607265040559588,0.17211638718469965,0.6839622641509434,0.3424011230468764,0.7465991757950655,0,0,4.0
rico,xgboost,P4S1,0.9,within-original-group sample mean,212,0.05120018113334208,0.06470987294688117,0.9952830188679245,0.3424011230468764,0.3431035311716921,0,0,4.0
rico,xgboost,P4S10,0.9,within-original-group sample mean,212,0.44784441893955473,0.4510626923122691,0.0,0.3424011230468764,5.87527827136921,0,0,4.0
rico,xgboost,P4S11,0.9,within-original-group sample mean,212,0.24872266301568985,0.2557539576831565,0.05188679245283019,0.3424011230468764,1.9682347423625401,0,0,4.0
rico,xgboost,P4S12,0.9,within-original-group sample mean,212,0.10805887186302321,0.12205981083495152,0.8443396226415094,0.3424011230468764,0.420939369921413,0,0,4.0
rico,xgboost,P4S13,0.9,within-original-group sample mean,212,0.079570881825573,0.09814426533016543,0.8915094339622641,0.3424011230468764,0.40730916868965594,0,0,4.0
rico,xgboost,P4S14,0.9,within-original-group sample mean,212,0.07857226605685243,0.0990328126691597,0.910377358490566,0.3424011230468764,0.40850637183999206,0,0,4.0
rico,xgboost,P4S15,0.9,within-original-group sample mean,212,0.17528736006538825,0.18297628337164712,0.4669811320754717,0.3424011230468764,0.8242077881435143,0,0,4.0
rico,xgboost,P4S16,0.9,within-original-group sample mean,212,0.16867868135560216,0.21340793457100415,0.5849056603773585,0.3424011230468764,1.415339754212572,0,0,4.0
rico,xgboost,P4S17,0.9,within-original-group sample mean,212,0.44328096857610744,0.4640996090936355,0.0330188679245283,0.3424011230468764,5.797675740943755,0,0,4.0
rico,xgboost,P4S18,0.9,within-original-group sample mean,212,0.17102292438723005,0.23293463564339598,0.6462264150943396,0.3424011230468764,1.357043730537843,0,0,4.0
rico,xgboost,P4S19,0.9,within-original-group sample mean,212,0.14394872233552763,0.17965501904738454,0.7452830188679245,0.3424011230468764,0.9859231696938542,0,0,4.0
rico,xgboost,P4S2,0.9,within-original-group sample mean,212,0.12381648837395424,0.14597914351950514,0.7311320754716981,0.3424011230468764,0.6005769189798585,0,0,4.0
rico,xgboost,P4S20,0.9,within-original-group sample mean,212,0.1297367437830505,0.16079118180224652,0.7358490566037735,0.3424011230468764,0.8211734123949697,0,0,4.0
rico,xgboost,P4S21,0.9,within-original-group sample mean,212,0.08365959131492791,0.11351604532721278,0.8443396226415094,0.3424011230468764,0.5213970472227837,0,0,4.0
rico,xgboost,P4S22,0.9,within-original-group sample mean,212,0.04456141669795214,0.06164509573128228,0.9764150943396226,0.3424011230468764,0.35783247317907985,0,0,4.0
rico,xgboost,P4S23,0.9,within-original-group sample mean,212,0.06873843714875993,0.08367540450223258,0.9764150943396226,0.3424011230468764,0.3594971566830053,0,0,4.0
rico,xgboost,P4S24,0.9,within-original-group sample mean,212,0.24366234833339484,0.27969999880429053,0.4481132075471698,0.3424011230468764,2.2861634524363326,0,0,4.0
rico,xgboost,P4S25,0.9,within-original-group sample mean,212,1.509737322465429,1.7226962651183382,0.06132075471698113,0.3424011230468764,27.175466947735476,0,0,4.0
rico,xgboost,P4S26,0.9,within-original-group sample mean,212,0.41668702791321954,0.6688049130615393,0.5141509433962265,0.3424011230468764,6.42546971878915,0,0,4.0
rico,xgboost,P4S27,0.9,within-original-group sample mean,212,0.1179976247391611,0.14791006561047312,0.7688679245283019,0.3424011230468764,0.7328367197288617,0,0,4.0
rico,xgboost,P4S28,0.9,within-original-group sample mean,212,0.5636552612736541,0.5953139530833287,0.04716981132075472,0.3424011230468764,8.223561283327488,0,0,4.0
rico,xgboost,P4S29,0.9,within-original-group sample mean,212,0.41846214690298383,0.4822813761231039,0.24056603773584906,0.3424011230468764,5.5921923583408475,0,0,4.0
rico,xgboost,P4S3,0.9,within-original-group sample mean,212,0.06142419059321608,0.07818812963984717,0.9528301886792453,0.3424011230468764,0.36470526209417475,0,0,4.0
rico,xgboost,P4S30,0.9,within-original-group sample mean,212,0.21539078658481808,0.29362183599872876,0.5141509433962265,0.3424011230468764,2.0694858766951603,0,0,4.0
rico,xgboost,P4S31,0.9,within-original-group sample mean,212,0.8878576566588202,1.0134262015606932,0.04716981132075472,0.3424011230468764,14.73457219105845,0,0,4.0
rico,xgboost,P4S32,0.9,within-original-group sample mean,212,0.13075901247420416,0.19327116248169332,0.7452830188679245,0.3424011230468764,1.2597310911934312,0,0,4.0
rico,xgboost,P4S33,0.9,within-original-group sample mean,212,0.08662316484271315,0.11338269286216811,0.9056603773584906,0.3424011230468764,0.49656516740906964,0,0,4.0
rico,xgboost,P4S34,0.9,within-original-group sample mean,212,0.1252083814369057,0.15085601626608564,0.7358490566037735,0.3424011230468764,0.7130077434035935,0,0,4.0
rico,xgboost,P4S5,0.9,within-original-group sample mean,212,0.3413183122310997,0.36885245184291027,0.12735849056603774,0.3424011230468764,3.8484190239096465,0,0,4.0
rico,xgboost,P4S6,0.9,within-original-group sample mean,212,0.07905407851597009,0.09494433998017837,0.9245283018867925,0.3424011230468764,0.3762848476193985,0,0,4.0
rico,xgboost,P4S7,0.9,within-original-group sample mean,212,0.16030166913878247,0.1836607177449915,0.6084905660377359,0.3424011230468764,0.956315001001894,0,0,4.0
rico,xgboost,P4S8,0.9,within-original-group sample mean,212,0.09542225351873398,0.10846995256013173,0.9575471698113207,0.3424011230468764,0.371570241676188,0,0,4.0
rico,xgboost,P4S9,0.9,within-original-group sample mean,212,0.27333586170988255,0.2817061521973589,0.08490566037735849,0.3424011230468764,2.4624797317216855,0,0,4.0
rico,xgboost,P1S101,0.95,within-original-group sample mean,212,0.05277362139719848,0.07013234016625142,1.0,0.5625030517578153,0.5625030517578153,0,0,1.0
rico,xgboost,P3S0,0.95,within-original-group sample mean,212,0.09440003341098994,0.11919991758439583,0.9858490566037735,0.5625030517578153,0.5988142913242571,0,0,3.0
rico,xgboost,P3S1,0.95,within-original-group sample mean,212,0.08030698884208246,0.09848346200101007,1.0,0.5625030517578153,0.5625030517578153,0,0,3.0
rico,xgboost,P3S2,0.95,within-original-group sample mean,212,0.41215019406012776,0.44448543869714274,0.23113207547169812,0.5625030517578153,6.974643520139255,0,0,3.0
rico,xgboost,P3S3,0.95,within-original-group sample mean,212,0.37389077600443127,0.381544295234256,0.018867924528301886,0.5625030517578153,4.352040445579613,0,0,3.0
rico,xgboost,P3S4,0.95,within-original-group sample mean,212,0.2442211636957133,0.3037414346703789,0.6132075471698113,0.5625030517578153,2.628173425062629,0,0,3.0
rico,xgboost,P3S5,0.95,within-original-group sample mean,212,0.2712359626338167,0.3532175728329656,0.7783018867924528,0.5625030517578153,3.464530325835592,0,0,3.0
rico,xgboost,P4S0,0.95,within-original-group sample mean,212,0.1607265040559588,0.17211638718469965,0.9764150943396226,0.5625030517578153,0.5986873986586094,0,0,4.0
rico,xgboost,P4S1,0.95,within-original-group sample mean,212,0.05120018113334208,0.06470987294688117,1.0,0.5625030517578153,0.5625030517578153,0,0,4.0
rico,xgboost,P4S10,0.95,within-original-group sample mean,212,0.44784441893955473,0.4510626923122691,0.0,0.5625030517578153,7.226218774183693,0,0,4.0
rico,xgboost,P4S11,0.95,within-original-group sample mean,212,0.24872266301568985,0.2557539576831565,0.7452830188679245,0.5625030517578153,0.8690184395268165,0,0,4.0
rico,xgboost,P4S12,0.95,within-original-group sample mean,212,0.10805887186302321,0.12205981083495152,1.0,0.5625030517578153,0.5625030517578153,0,0,4.0
rico,xgboost,P4S13,0.95,within-original-group sample mean,212,0.079570881825573,0.09814426533016543,0.9952830188679245,0.5625030517578153,0.564548233320131,0,0,4.0
rico,xgboost,P4S14,0.95,within-original-group sample mean,212,0.07857226605685243,0.0990328126691597,1.0,0.5625030517578153,0.5625030517578153,0,0,4.0
rico,xgboost,P4S15,0.95,within-original-group sample mean,212,0.17528736006538825,0.18297628337164712,0.9669811320754716,0.5625030517578153,0.5837449415674766,0,0,4.0
rico,xgboost,P4S16,0.95,within-original-group sample mean,212,0.16867868135560216,0.21340793457100415,0.7783018867924528,0.5625030517578153,1.3786313326853519,0,0,4.0
rico,xgboost,P4S17,0.95,within-original-group sample mean,212,0.44328096857610744,0.4640996090936355,0.09905660377358491,0.5625030517578153,7.34631170596711,0,0,4.0
rico,xgboost,P4S18,0.95,within-original-group sample mean,212,0.17102292438723005,0.23293463564339598,0.8867924528301887,0.5625030517578153,1.8546935315402002,0,0,4.0
rico,xgboost,P4S19,0.95,within-original-group sample mean,212,0.14394872233552763,0.17965501904738454,0.8537735849056604,0.5625030517578153,1.0172916196427206,0,0,4.0
rico,xgboost,P4S2,0.95,within-original-group sample mean,212,0.12381648837395424,0.14597914351950514,0.9528301886792453,0.5625030517578153,0.6948736946537812,0,0,4.0
rico,xgboost,P4S20,0.95,within-original-group sample mean,212,0.1297367437830505,0.16079118180224652,0.9150943396226415,0.5625030517578153,0.8673133418245096,0,0,4.0
rico,xgboost,P4S21,0.95,within-original-group sample mean,212,0.08365959131492791,0.11351604532721278,0.9858490566037735,0.5625030517578153,0.5983481785036501,0,0,4.0
rico,xgboost,P4S22,0.95,within-original-group sample mean,212,0.04456141669795214,0.06164509573128228,1.0,0.5625030517578153,0.5625030517578153,0,0,4.0
rico,xgboost,P4S23,0.95,within-original-group sample mean,212,0.06873843714875993,0.08367540450223258,1.0,0.5625030517578153,0.5625030517578153,0,0,4.0
rico,xgboost,P4S24,0.95,within-original-group sample mean,212,0.24366234833339484,0.27969999880429053,0.5943396226415094,0.5625030517578153,2.3580848693847436,0,0,4.0
rico,xgboost,P4S25,0.95,within-original-group sample mean,212,1.509737322465429,1.7226962651183382,0.1320754716981132,0.5625030517578153,50.25392117770204,0,0,4.0
rico,xgboost,P4S26,0.95,within-original-group sample mean,212,0.41668702791321954,0.6688049130615393,0.5613207547169812,0.5625030517578153,10.773420686541828,0,0,4.0
rico,xgboost,P4S27,0.95,within-original-group sample mean,212,0.1179976247391611,0.14791006561047312,0.9764150943396226,0.5625030517578153,0.6525946851046593,0,0,4.0
rico,xgboost,P4S28,0.95,within-original-group sample mean,212,0.5636552612736541,0.5953139530833287,0.12735849056603774,0.5625030517578153,12.311382250515864,0,0,4.0
rico,xgboost,P4S29,0.95,within-original-group sample mean,212,0.41846214690298383,0.4822813761231039,0.3584905660377358,0.5625030517578153,7.927002917595586,0,0,4.0
rico,xgboost,P4S3,0.95,within-original-group sample mean,212,0.06142419059321608,0.07818812963984717,1.0,0.5625030517578153,0.5625030517578153,0,0,4.0
rico,xgboost,P4S30,0.95,within-original-group sample mean,212,0.21539078658481808,0.29362183599872876,0.8349056603773585,0.5625030517578153,2.6207023044802016,0,0,4.0
rico,xgboost,P4S31,0.95,within-original-group sample mean,212,0.8878576566588202,1.0134262015606932,0.14622641509433962,0.5625030517578153,25.291807527362106,0,0,4.0
rico,xgboost,P4S32,0.95,within-original-group sample mean,212,0.13075901247420416,0.19327116248169332,0.8113207547169812,0.5625030517578153,1.3859587903292585,0,0,4.0
rico,xgboost,P4S33,0.95,within-original-group sample mean,212,0.08662316484271315,0.11338269286216811,0.9858490566037735,0.5625030517578153,0.5932582207445855,0,0,4.0
rico,xgboost,P4S34,0.95,within-original-group sample mean,212,0.1252083814369057,0.15085601626608564,0.9386792452830188,0.5625030517578153,0.6786605115206727,0,0,4.0
rico,xgboost,P4S5,0.95,within-original-group sample mean,212,0.3413183122310997,0.36885245184291027,0.37264150943396224,0.5625030517578153,4.23095295744118,0,0,4.0
rico,xgboost,P4S6,0.95,within-original-group sample mean,212,0.07905407851597009,0.09494433998017837,1.0,0.5625030517578153,0.5625030517578153,0,0,4.0
rico,xgboost,P4S7,0.95,within-original-group sample mean,212,0.16030166913878247,0.1836607177449915,0.9009433962264151,0.5625030517578153,0.8314744769402229,0,0,4.0
rico,xgboost,P4S8,0.95,within-original-group sample mean,212,0.09542225351873398,0.10846995256013173,1.0,0.5625030517578153,0.5625030517578153,0,0,4.0
rico,xgboost,P4S9,0.95,within-original-group sample mean,212,0.27333586170988255,0.2817061521973589,0.5990566037735849,0.5625030517578153,1.4184248150519356,0,0,4.0
rico,attention_lstm,P1S101,0.9,within-original-group sample mean,212,0.1315209298763635,0.1450948296710345,1.0,1.3618728637695339,1.3618728637695339,0,0,1.0
rico,attention_lstm,P3S0,0.9,within-original-group sample mean,212,0.8138799127542747,0.9409468974426504,0.41509433962264153,1.3618728637695339,7.046614369806242,0,0,3.0
rico,attention_lstm,P3S1,0.9,within-original-group sample mean,212,1.2666967913789569,1.287604076652614,0.0,1.3618728637695339,13.077080053653336,0,0,3.0
rico,attention_lstm,P3S2,0.9,within-original-group sample mean,212,1.6900010378855579,1.7124325617774114,0.0,1.3618728637695339,21.543164983785363,0,0,3.0
rico,attention_lstm,P3S3,0.9,within-original-group sample mean,212,2.0467296204476986,2.0562999493577943,0.0,1.3618728637695339,28.677736635028168,0,0,3.0
rico,attention_lstm,P3S4,0.9,within-original-group sample mean,212,2.5886874954655483,2.610469945663831,0.0,1.3618728637695339,39.516894135385165,0,0,3.0
rico,attention_lstm,P3S5,0.9,within-original-group sample mean,212,3.7948602514446907,3.8092308750607766,0.0,1.3618728637695339,63.64034925496802,0,0,3.0
rico,attention_lstm,P4S0,0.9,within-original-group sample mean,212,0.5100202344498543,0.569327310106392,0.6698113207547169,1.3618728637695339,2.1009605983518123,0,0,4.0
rico,attention_lstm,P4S1,0.9,within-original-group sample mean,212,1.1214228863986035,1.235297198169727,0.2830188679245283,1.3618728637695339,11.39120115604039,0,0,4.0
rico,attention_lstm,P4S10,0.9,within-original-group sample mean,212,1.462041111712186,1.4658611826874755,0.0,1.3618728637695339,16.98396646031792,0,0,4.0
