model,mae,rmse,n,negative_predictions,verified
persistence,0.23937619864742102,0.3366736506882145,9907,0,True
xgboost,2.180937218466332,2.5630276193214137,9907,0,True
attention_lstm,3.5595529901857423,3.952667562557191,9907,0,True
