model,mae,rmse,n,negative_predictions,verified
persistence,0.20938179183772038,0.33076021266260025,8282,0,True
xgboost,0.39138907759813146,0.567323996636243,8282,0,True
attention_lstm,2.8905310632410446,3.1733548159617446,8282,0,True
