dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,point_model,conformal_method,nominal_coverage,empirical_coverage,coverage_deviation,mean_interval_width,median_interval_width,winkler_score,n_valid,normalized_mean_interval_width,n_seeds,n_crossed_repaired,coverage_std,width_std,dscp_n_clusters,dscp_silhouette
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,HistGBR-quantile,cqr,0.9,0.8964349273781503,0.0035650726218496853,85.74797490311914,47.49629482927435,127.12313991032808,34838,0.3552015735030217,5,0,0.001825412204512956,0.24791439354834702,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,HistGBR-quantile,quantile_uncalibrated,0.9,0.7784603019691142,0.12153969803088582,83.66723566830623,45.41555559446146,127.31717586210515,34838,0.3465823396250198,1,0,,,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,HistGBR-quantile,cqr,0.95,0.9426775360238819,0.007322463976118021,110.21934661236617,65.1315350145615,160.67975640918965,34838,0.45657154459239935,5,0,0.0015098564850669807,0.6338475893746022,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,HistGBR-quantile,quantile_uncalibrated,0.95,0.8556461335323498,0.0943538664676502,104.29214307247727,59.20433147467263,161.70517628631242,34838,0.4320187545560176,1,0,,,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,XGBRegressor,recentred_enbpi_static,0.9,0.8911533383087433,0.008846661691256696,101.35109328109493,101.3510932810949,194.24007879397146,34838,0.41983577863349536,3,0,0.000811992632921015,0.47094289682287854,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,XGBRegressor,recentred_enbpi_static,0.95,0.9404386015270682,0.009561398472931804,146.60542944335936,146.6054294433594,259.038281362717,34838,0.6072968986288353,3,0,0.00020024541723076325,0.30987653560988715,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,XGBRegressor,recentred_enbpi_updated,0.9,0.9030656180033297,0.0030656180033297176,110.19577434064662,113.08999560546874,195.3221879966501,34838,0.45647389904432334,3,0,0.00048430069597736163,0.2923426643985522,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,XGBRegressor,recentred_enbpi_updated,0.95,0.9494804523795856,0.0005195476204143956,160.5885788726892,165.5593662109375,260.6870113402371,34838,0.665220560213118,3,0,0.0003350200241118344,0.39856110482423357,,
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,HistGBR-quantile,cqr,0.9,0.8988454247802861,0.0011545752197139603,107.66372636849654,63.702647230054865,160.61655955957335,34818,0.44598518728522313,5,0,0.0008664730345112934,0.1432003718456336,,
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,HistGBR-quantile,quantile_uncalibrated,0.9,0.8714458038945373,0.028554196105462726,104.31386625079283,60.35278711235115,160.69107448715877,34818,0.4321087588690268,1,0,,,,
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,HistGBR-quantile,cqr,0.95,0.9487621345281176,0.0012378654718823157,143.00563011150905,103.86771151608326,204.2460167814497,34818,0.5923851503135869,5,0,0.002034874623560188,0.703952087480298,,
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,HistGBR-quantile,quantile_uncalibrated,0.95,0.8401975989430754,0.10980240105692451,130.87886593577215,91.74094734034634,203.60857850824354,34818,0.5421513587246837,1,0,,,,
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,XGBRegressor,recentred_enbpi_static,0.9,0.8901717502441266,0.009828249755873375,132.09026814408736,132.09026814408736,253.55986178551646,34818,0.5471694596113652,3,0,0.0008393152505142634,0.16142993593460694,,
