dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,point_model,conformal_method,nominal_coverage,empirical_coverage,coverage_deviation,mean_interval_width,median_interval_width,winkler_score,n_valid,normalized_mean_interval_width,n_seeds,n_crossed_repaired,coverage_std,width_std,dscp_n_clusters,dscp_silhouette
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,XGBRegressor,recentred_enbpi_static,0.95,0.9408064794072032,0.009193520592796767,191.20169723171654,191.20169723171657,340.04379329624606,34818,0.792032076404996,3,0,0.0012058166460898552,1.4994559722603933,,
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,XGBRegressor,recentred_enbpi_updated,0.9,0.90257912573956,0.0025791257395599843,142.96092360665503,145.8253146972656,254.58128980676554,34818,0.5921999585167513,3,0,0.0011668791226907985,0.4023617643092281,,
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,XGBRegressor,recentred_enbpi_updated,0.95,0.9497960824860704,0.00020391751392956348,208.52970023138946,214.4944592285156,343.68120491737983,34818,0.8638114298024214,3,0,0.001135429649740006,0.8992462478127902,,
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,HistGBR-quantile,cqr,0.9,0.9028113142462918,0.002811314246291774,122.80081297868908,77.86113497893314,184.986282201019,34788,0.5086366547322426,5,0,0.0016839492256372631,0.5409369343840446,,
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,HistGBR-quantile,quantile_uncalibrated,0.9,0.7854432562952742,0.1145567437047258,115.9941697688752,71.05448600648494,184.76157474591002,34788,0.480443777598795,1,0,,,,
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,HistGBR-quantile,cqr,0.95,0.9514200298953662,0.0014200298953662704,163.33543766666784,122.18184153870105,235.83054848367928,34788,0.6765296466597346,5,0,0.0003832547616994138,0.3500766946448132,,
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,HistGBR-quantile,quantile_uncalibrated,0.95,0.8211739680349546,0.12882603196504538,145.880722888478,104.72712676051123,235.29576244263504,34788,0.604232831038289,1,0,,,,
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,XGBRegressor,recentred_enbpi_static,0.9,0.8952224905139703,0.00477750948602973,156.04037933349605,156.04037933349605,290.33828890797434,34788,0.6463137712379244,3,0,0.0012574510166017021,0.5785478387368249,,
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,XGBRegressor,recentred_enbpi_static,0.95,0.9443198804185351,0.00568011958146486,224.02905883789072,224.02905883789066,390.0297384143103,34788,0.927920494059696,3,0,0.0014194077794750025,1.3509928654420233,,
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,XGBRegressor,recentred_enbpi_updated,0.9,0.9057146142347936,0.00571461423479358,166.3262160956751,169.21874869791674,291.13737949718853,34788,0.6889173458799311,3,0,0.0006054029741647057,0.3426838278099727,,
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,XGBRegressor,recentred_enbpi_updated,0.95,0.9515637576175693,0.001563757617569328,241.58207738315988,247.46897802734375,394.52125219250496,34788,1.0006244804320672,3,0,0.0009115354715438425,0.8286274550760759,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,HistGBR-quantile,dscp,0.9,0.8638898470737035,0.03611015292629649,83.13762230492269,122.99591654252737,172.59749618701468,34788,0.3444101510705214,1,0,,,3.0,0.6950360847848056
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,HistGBR-quantile,dscp,0.9,0.86607450845119,0.03392549154880997,107.40091808546647,164.301816655239,219.69430867064932,34788,0.44488902351074805,1,0,,,3.0,0.6950360847848056
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,HistGBR-quantile,dscp,0.9,0.8761067034609635,0.02389329653903649,125.02333751779628,190.49191125677453,253.41881587128043,34788,0.5178422733206798,1,0,,,3.0,0.6950360847848056
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,HistGBR-quantile,dscp,0.95,0.9302920547315167,0.019707945268483296,119.0350334758912,172.01230178424765,227.10510255234882,34788,0.4931205960131095,1,0,,,3.0,0.6950360847848056
bdg2,electricity,energy,kWh,0 days 01:00:00,3,180.0,HistGBR-quantile,dscp,0.95,0.9222433022881453,0.027756697711854628,148.78057274656908,223.68022702237224,292.6541528767355,34788,0.6162968148365195,1,0,,,3.0,0.6950360847848056
bdg2,electricity,energy,kWh,0 days 01:00:00,6,360.0,HistGBR-quantile,dscp,0.95,0.9296309072093826,0.020369092790617382,173.40537422570367,260.1211141803874,342.62350687710494,34788,0.7182389702424926,1,0,,,3.0,0.6950360847848056
