dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,conformal_method,nominal_coverage,boundary_time,n_calibration,n_conformal,n_rule,n_embargoed,requested_fraction,realised_fraction,min_samples,usable,conformal_last_target,rule_first_origin,rule_last_target,reason,selection_partition,conformalized_on,test_first_target,test_last_target,selected_rule
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,2017-06-10 12:00:00,34987,20999,13978,10,0.6,0.6001943579043645,200,True,2017-06-10 12:00:00,2017-06-10 13:00:00,2017-08-07 19:00:00,chronological nested split of the calibration partition,calibration_rule_block,calibration_early_block,2017-08-07 20:00:00,2017-12-31 23:00:00,1-of-1
