strategy,update_every,window,replay_coverage,replay_coverage_deviation,replay_mean_width
periodic,24,,0.9412770809578107,0.008722919042189248,38.6505765078215
periodic,48,,0.9401368301026226,0.009863169897377344,38.636439362830735
periodic,12,,0.9401368301026226,0.009863169897377344,38.65894204766697
rolling,12,200.0,0.9395667046750285,0.010433295324971503,36.25770857396001
rolling,24,200.0,0.9389965792474344,0.011003420752565551,36.26971822414437
rolling,48,200.0,0.9367160775370581,0.013283922462941855,36.08482200431657
rolling,12,500.0,0.9338654503990877,0.016134549600912207,36.38675017140268
rolling,24,500.0,0.9327251995438997,0.017274800456100303,36.2683381855598
rolling,48,500.0,0.9310148232611174,0.01898517673888256,36.196874234593665
