left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,29719,9907,2021-01-08 00:00:00,2021-08-02 09:00:00,2021-08-02 09:10:00,2021-08-02 09:20:00,2021-10-10 04:20:00,2021-08-02 09:30:00,2021-10-10 04:30:00,0,0,,0,197ca2126db8a6d54c51df4c1e25522291e7fe61047c6620379e662e13aa1aa7,42d0c4713c5ecaaa74c82362a9855bbff73541096b246a9001cff04c23ca9dac
calibration,test,9907,9907,2021-08-02 09:20:00,2021-10-10 04:20:00,2021-10-10 04:30:00,2021-10-10 04:40:00,2021-12-17 23:40:00,2021-10-10 04:50:00,2021-12-17 23:50:00,0,0,,0,42d0c4713c5ecaaa74c82362a9855bbff73541096b246a9001cff04c23ca9dac,77c805ec1206f5f4b8d69c832dbcdd0c7a9105f7eb908635b0cdce64c5e7f6d4
inner0_train,inner0_validation,9905,9905,2021-01-08 00:00:00,2021-03-17 18:40:00,2021-03-17 18:50:00,2021-03-17 19:00:00,2021-05-25 13:40:00,2021-03-17 19:10:00,2021-05-25 13:50:00,0,0,,0,858dadfb167b05cfdd85ef43e9966c224bc071a247182f46793bfa76b885b60a,c6e19624d0362c4bd29f3fb03ca85cd8bea428fe0ac5cf9fe1dc48fe8bd44866
inner1_train,inner1_validation,19810,9907,2021-01-08 00:00:00,2021-05-25 13:40:00,2021-05-25 13:50:00,2021-05-25 14:00:00,2021-08-02 09:00:00,2021-05-25 14:10:00,2021-08-02 09:10:00,0,0,,0,c637830d4d269106b1c0ccbc869a95104e455aa06fa5c920f07e2a7f83cb9792,bc43489126279e531661ba68b9743fda3502cec95a36ea7ec09692c03ea90a20
