model,mae,rmse,n,negative_predictions,verified
persistence,0.7156750038837967,1.041377894828978,6437,0,True
xgboost,1.281844045435473,1.8903703841604178,6437,0,True
attention_lstm,2.5098706116675586,2.928313333282194,6437,0,True
