control_id,rule_id,channel,conditional_context_macro,status,supported_strata,inference_status,endpoint
cqr_rolling,180min_3of18,availability_only,0.1261221988795518,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,180min_3of18,combined,0.36520570728291313,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,180min_3of18,numerical_only,0.2538086484593838,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,30min_3of3,availability_only,0.10777223389355742,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,30min_3of3,combined,0.3082396708683473,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,30min_3of3,numerical_only,0.1900498949579832,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,360min_4of36,availability_only,0.05965511204481792,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,360min_4of36,combined,0.21274334733893557,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,360min_4of36,numerical_only,0.14640231092436973,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,60min_4of6,availability_only,0.05965511204481792,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,60min_4of6,combined,0.2580050770308123,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,60min_4of6,numerical_only,0.16624037114845938,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,single_sample,availability_only,0.2857142857142857,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,single_sample,combined,0.797597163865546,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_rolling,single_sample,numerical_only,0.6301391806722688,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_static,180min_3of18,availability_only,0.1261221988795518,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_static,180min_3of18,combined,0.2852643557422969,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_static,180min_3of18,numerical_only,0.22023984593837534,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_static,30min_3of3,availability_only,0.10777223389355742,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
cqr_static,30min_3of3,combined,0.4332265406162465,supported_point_estimate,21,single_model_seed_descriptive,C_effective_fault_conditional_context
