control_id,rule_id,channel,family,severity,scheduled,effective,null,aliases,effective_contexts,supported,recall,misses,detected,detected_delay_median,detected_delay_q90,restricted_mean_detection_minutes
cqr_rolling,180min_3of18,availability_only,random_missing,0.5,136,63,73,73,50,True,0.03,61,2,40.0,48.0,107.8
cqr_rolling,180min_3of18,availability_only,random_missing,1.0,136,105,31,44,64,True,0.140625,90,15,40.0,50.0,100.234375
cqr_rolling,180min_3of18,availability_only,random_missing,2.0,136,126,10,15,68,True,0.47794117647058826,66,60,40.0,50.0,75.73529411764706
cqr_rolling,180min_3of18,availability_only,block_missing,0.5,136,136,0,76,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,block_missing,1.0,136,136,0,72,68,True,1.0,0,136,30.0,30.0,30.0
cqr_rolling,180min_3of18,availability_only,block_missing,2.0,136,136,0,68,68,True,1.0,0,136,20.0,20.0,20.0
cqr_rolling,180min_3of18,availability_only,stuck,0.5,136,136,0,68,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,stuck,1.0,136,136,0,71,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,stuck,2.0,136,136,0,68,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,0.5,136,136,0,69,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,1.0,136,136,0,69,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,2.0,136,136,0,70,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,combined,random_missing,0.5,136,63,73,73,50,True,0.19,51,12,30.0,50.0,94.8
cqr_rolling,180min_3of18,combined,random_missing,1.0,136,105,31,44,64,True,0.2734375,73,32,40.0,89.00000000000003,93.203125
cqr_rolling,180min_3of18,combined,random_missing,2.0,136,126,10,15,68,True,0.5147058823529411,61,65,30.0,56.000000000000014,72.05882352941177
cqr_rolling,180min_3of18,combined,block_missing,0.5,136,136,0,76,68,True,0.3382352941176471,90,46,30.0,90.0,88.08823529411765
cqr_rolling,180min_3of18,combined,block_missing,1.0,136,136,0,72,68,True,0.75,34,102,30.0,30.0,47.64705882352941
cqr_rolling,180min_3of18,combined,block_missing,2.0,136,136,0,68,68,True,0.7352941176470589,36,100,20.0,20.0,41.61764705882353
cqr_rolling,180min_3of18,combined,stuck,0.5,136,136,0,68,68,True,0.08823529411764706,124,12,55.0,87.00000000000001,105.1470588235294
cqr_rolling,180min_3of18,combined,stuck,1.0,136,136,0,71,68,True,0.08823529411764706,124,12,65.0,89.0,106.02941176470588
cqr_rolling,180min_3of18,combined,stuck,2.0,136,136,0,68,68,True,0.11764705882352941,120,16,90.0,105.0,107.3529411764706
cqr_rolling,180min_3of18,combined,dropout,0.5,136,136,0,69,68,True,0.27941176470588236,98,38,30.0,90.0,91.32352941176471
cqr_rolling,180min_3of18,combined,dropout,1.0,136,136,0,69,68,True,0.6617647058823529,46,90,30.0,30.0,55.294117647058826
cqr_rolling,180min_3of18,combined,dropout,2.0,136,136,0,70,68,True,0.6911764705882353,42,94,20.0,20.0,45.88235294117647
cqr_rolling,180min_3of18,combined,bias,0.5,136,136,0,0,68,True,0.17647058823529413,112,24,35.0,87.0,98.38235294117646
cqr_rolling,180min_3of18,combined,bias,1.0,136,136,0,0,68,True,0.35294117647058826,88,48,30.0,43.00000000000004,82.6470588235294
cqr_rolling,180min_3of18,combined,bias,2.0,136,136,0,0,68,True,0.40441176470588236,81,55,30.0,50.0,78.97058823529412
cqr_rolling,180min_3of18,combined,level_shift,0.5,136,136,0,0,68,True,0.2867647058823529,97,39,40.0,82.00000000000003,90.07352941176471
cqr_rolling,180min_3of18,combined,level_shift,1.0,136,136,0,0,68,True,0.39705882352941174,82,54,20.0,57.00000000000003,77.20588235294117
cqr_rolling,180min_3of18,combined,level_shift,2.0,136,136,0,0,68,True,0.41911764705882354,79,57,20.0,60.0,74.04411764705883
cqr_rolling,180min_3of18,combined,drift,0.5,136,136,0,0,68,True,0.13970588235294118,117,19,50.0,92.0,103.01470588235294
cqr_rolling,180min_3of18,combined,drift,1.0,136,136,0,0,68,True,0.3602941176470588,87,49,40.0,74.00000000000006,87.27941176470588
cqr_rolling,180min_3of18,combined,drift,2.0,136,136,0,0,68,True,0.40441176470588236,81,55,30.0,60.0,80.66176470588235
cqr_rolling,180min_3of18,numerical_only,random_missing,0.5,136,63,73,73,50,True,0.04,61,2,45.0,57.0,107.4
cqr_rolling,180min_3of18,numerical_only,random_missing,1.0,136,105,31,44,64,True,0.0546875,98,7,60.0,68.0,106.953125
cqr_rolling,180min_3of18,numerical_only,random_missing,2.0,136,126,10,15,68,True,0.07352941176470588,116,10,60.0,91.0,106.61764705882354
cqr_rolling,180min_3of18,numerical_only,block_missing,0.5,136,136,0,76,68,True,0.08823529411764706,124,12,60.0,87.00000000000001,105.58823529411765
cqr_rolling,180min_3of18,numerical_only,block_missing,1.0,136,136,0,72,68,True,0.08823529411764706,124,12,65.0,89.0,106.02941176470588
cqr_rolling,180min_3of18,numerical_only,block_missing,2.0,136,136,0,68,68,True,0.11764705882352941,120,16,90.0,105.0,107.3529411764706
cqr_rolling,180min_3of18,numerical_only,stuck,0.5,136,136,0,68,68,True,0.08823529411764706,124,12,55.0,87.00000000000001,105.1470588235294
cqr_rolling,180min_3of18,numerical_only,stuck,1.0,136,136,0,71,68,True,0.08823529411764706,124,12,65.0,89.0,106.02941176470588
cqr_rolling,180min_3of18,numerical_only,stuck,2.0,136,136,0,68,68,True,0.11764705882352941,120,16,90.0,105.0,107.3529411764706
cqr_rolling,180min_3of18,numerical_only,dropout,0.5,136,136,0,69,68,True,0.27941176470588236,98,38,30.0,90.0,91.32352941176471
cqr_rolling,180min_3of18,numerical_only,dropout,1.0,136,136,0,69,68,True,0.6617647058823529,46,90,30.0,30.0,55.294117647058826
