model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,4953,9907,4459,0.0390625,0.5603108912889876,0.078125,2.097025777228223,64,True
persistence,0.95,4953,9907,4707,0.0625,0.6428787725850409,0.125,3.783587362470977,80,True
xgboost,0.9,4953,9907,4459,0.1061200499534607,0.6688200262440699,0.2122400999069214,1.5212555512646029,224,True
xgboost,0.95,4953,9907,4707,0.2052161991596222,0.802866659937418,0.4104323983192444,2.0013129589078003,5071,True
attention_lstm,0.9,4953,9907,4459,0.054943203926086426,0.5419400423942666,0.10988640785217285,1.7599119923965982,0,True
attention_lstm,0.95,4953,9907,4707,0.07116392254829407,0.6031089128898759,0.14232784509658813,3.167092771111166,0,True
