model,unit,phase,candidate_id,inner_fold,n_train,train_row_id_hash,validation_row_id_hash,parameters,seed,final_epochs,estimator_class,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
xgboost,pleia_energy_h6_f2_s42_xgboost,tuning,0,0.0,4944,dc8a7343585652d1c49e7ece8400b787402310089f48705960f78512a38d2025,eba15fd346297499ca77bb70409da079f4598d9cb411e972a749ef922133d388,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,0.48097579999739537,387854336,491859968,342011904,513880064,104005632,491859968,4754964480,0.05,0.484375
xgboost,pleia_energy_h6_f2_s42_xgboost,tuning,0,1.0,9888,9b6a5ae111eec84aa6b75ac11ca03ce91ac963b3117fd3842e9d9807d9ae2df2,0918e4cbb9c80c6a891b0000537d3994a0d106aae59a02f3ca88fae4771fecdf,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,0.4925693000041065,491999232,496390144,513855488,518266880,4390912,496402432,4749348864,0.05,0.46875
xgboost,pleia_energy_h6_f2_s42_xgboost,tuning,1,0.0,4944,dc8a7343585652d1c49e7ece8400b787402310089f48705960f78512a38d2025,eba15fd346297499ca77bb70409da079f4598d9cb411e972a749ef922133d388,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,0.5627747000035015,494862336,496365568,516714496,518651904,1503232,498290688,4748517376,0.05,0.578125
xgboost,pleia_energy_h6_f2_s42_xgboost,tuning,1,1.0,9888,9b6a5ae111eec84aa6b75ac11ca03ce91ac963b3117fd3842e9d9807d9ae2df2,0918e4cbb9c80c6a891b0000537d3994a0d106aae59a02f3ca88fae4771fecdf,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,0.8070318000027328,496566272,500064256,518619136,521940992,3497984,501084160,4741693440,0.05,0.8125
xgboost,pleia_energy_h6_f2_s42_xgboost,final_fit,0,,14850,9c571ce2d77a3c2d5c2bb36c9b9773e84975a10691adadabc42178b5a50a36c2,,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,0.6534462999989046,497135616,500912128,518975488,522805248,3776512,501084160,4748853248,0.05,0.640625
attention_lstm,pleia_energy_h6_f2_s42_attention_lstm,tuning,0,0.0,4944,dc8a7343585652d1c49e7ece8400b787402310089f48705960f78512a38d2025,eba15fd346297499ca77bb70409da079f4598d9cb411e972a749ef922133d388,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,10.23591160000069,499146752,613900288,523530240,652148736,114753536,614600704,4644933632,0.05,9.9375
attention_lstm,pleia_energy_h6_f2_s42_attention_lstm,tuning,0,1.0,9888,9b6a5ae111eec84aa6b75ac11ca03ce91ac963b3117fd3842e9d9807d9ae2df2,0918e4cbb9c80c6a891b0000537d3994a0d106aae59a02f3ca88fae4771fecdf,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,14.098288200002571,612859904,624672768,650027008,663478272,11812864,625065984,4645945344,0.05,13.90625
attention_lstm,pleia_energy_h6_f2_s42_attention_lstm,tuning,1,0.0,4944,dc8a7343585652d1c49e7ece8400b787402310089f48705960f78512a38d2025,eba15fd346297499ca77bb70409da079f4598d9cb411e972a749ef922133d388,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,8.925560999996378,620093440,620093440,658702336,658751488,0,625065984,4660928512,0.05,8.78125
attention_lstm,pleia_energy_h6_f2_s42_attention_lstm,tuning,1,1.0,9888,9b6a5ae111eec84aa6b75ac11ca03ce91ac963b3117fd3842e9d9807d9ae2df2,0918e4cbb9c80c6a891b0000537d3994a0d106aae59a02f3ca88fae4771fecdf,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,14.549857199999678,607764480,626155520,652533760,664993792,18391040,626155520,4651450368,0.05,14.28125
attention_lstm,pleia_energy_h6_f2_s42_attention_lstm,final_fit,0,,14850,9c571ce2d77a3c2d5c2bb36c9b9773e84975a10691adadabc42178b5a50a36c2,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,5.0,src.attention_lstm.AttentionLSTM,10.387738400000671,621486080,621486080,659476480,659476480,0,626155520,4618698752,0.05,10.25
