model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09053769999445649,398016512,398041088,352636928,352686080,24576,411701248,5045661696,0.05,0.09375
persistence,tuning,False,0.0006932000032975338,381521920,381538304,336945152,336977920,16384,408784896,4873936896,0.05,0.0
persistence,final_fit,False,0.0005238000012468547,381538304,381538304,336977920,336977920,0,408784896,4873822208,0.05,0.0
persistence,calibration,False,0.0027391000039642677,381538304,381616128,336977920,336977920,77824,408784896,4873768960,0.05,0.0
persistence,inference,False,0.004077700003108475,381616128,381616128,336977920,336977920,0,408784896,4873723904,0.05,0.0
persistence,artifact_serialization,False,0.0006341999978758395,381755392,381771776,336945152,336977920,16384,408784896,4873338880,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5896990999972331,411324416,517382144,366301184,541102080,106057728,517382144,4868534272,0.05,0.546875
xgboost,tuning,False,2.9332208999985596,387833856,500064256,341962752,521940992,112230400,501084160,4741693440,0.05,2.90625
xgboost,final_fit,False,0.6629197999936878,497127424,500912128,518959104,522805248,3784704,501084160,4749590528,0.05,0.640625
xgboost,calibration,False,0.05039050000050338,498597888,498601984,520470528,520470528,4096,501084160,4749393920,0.05,0.0625
xgboost,inference,False,0.09787130000040634,498601984,498606080,520470528,520486912,4096,501084160,4752576512,0.05,0.09375
xgboost,artifact_serialization,False,0.004971700000169221,498630656,498638848,520437760,520470528,8192,501084160,4754423808,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6802929000041331,519692288,539152384,543338496,587624448,19460096,539152384,4864622592,0.05,0.6875
attention_lstm,tuning,False,49.06831029999739,499077120,624672768,523476992,664403968,125595648,626155520,4644933632,0.05,48.125
attention_lstm,final_fit,False,10.397435900005803,620875776,620875776,658452480,658452480,0,626155520,4618698752,0.05,10.25
attention_lstm,calibration,False,0.19307669999398058,610422784,611651584,650006528,652410880,1228800,626155520,4634009600,0.05,0.203125
attention_lstm,inference,False,0.41387530000065453,611651584,612896768,652410880,656154624,1245184,626155520,4617068544,0.05,0.375
attention_lstm,artifact_serialization,False,0.004597899998771027,616591360,616751104,659816448,659849216,159744,626155520,4632666112,0.05,0.0
