model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,3927,7667,3536,1.0,0.921612103821573,2.0,3.0014347202295553,0,True
persistence,0.95,3927,7667,3732,1.5,0.9641319942611191,3.0,3.8623972870744745,0,True
xgboost,0.9,3927,7667,3536,0.6617351531982436,0.6224077214034173,1.3234703063964872,6.765032784345169,0,True
xgboost,0.95,3927,7667,3732,1.122139739990235,0.7980957349680449,2.24427947998047,7.934294730251507,0,True
attention_lstm,0.9,3927,7667,3536,0.8415016174316392,0.09534368070953436,1.6830032348632784,39.171068092466626,0,True
attention_lstm,0.95,3927,7667,3732,0.9469249725341804,0.10173470718664405,1.8938499450683608,73.06946274934131,0,True
