model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.0928227000113111,433180672,433213440,388100096,388149248,32768,482439168,4458704896,0.05,0.09375
persistence,tuning,False,0.0009566999942762777,426962944,426987520,379875328,379908096,24576,478994432,4455952384,0.05,0.0
persistence,final_fit,False,0.0006525999924633652,426987520,426987520,379908096,379908096,0,478994432,4455952384,0.05,0.0
persistence,calibration,False,0.0035483999963616952,426987520,427130880,379908096,379985920,143360,478994432,4455907328,0.05,0.0
persistence,inference,False,0.004854600003454834,427130880,427212800,379985920,379985920,81920,478994432,4455907328,0.05,0.0
persistence,artifact_serialization,False,0.0007274999952642247,427417600,427433984,380219392,380252160,16384,478994432,4455931904,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.6633105999935651,434413568,536956928,389652480,558329856,102543360,537337856,4328742912,0.05,0.625
xgboost,tuning,False,3.189616899995599,433582080,542810112,386359296,560246784,109228032,543854592,4301369344,0.05,3.046875
xgboost,final_fit,False,1.200198399994406,537624576,546902016,555048960,564400128,9277440,549928960,4281806848,0.05,1.171875
xgboost,calibration,False,0.0731833000027109,540889088,540909568,558338048,558358528,20480,549928960,4290646016,0.05,0.0625
xgboost,inference,False,0.13711229999898933,540905472,540909568,558342144,558358528,4096,549928960,4290883584,0.05,0.140625
xgboost,artifact_serialization,False,0.005477200000314042,540921856,543076352,558309376,560771072,2154496,549928960,4294914048,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.6589876000070944,538628096,560398336,558317568,604581888,21770240,561401856,4322316288,0.05,0.65625
attention_lstm,tuning,False,90.50614370001131,535351296,649687040,554713088,683184128,114335744,650289152,4175450112,0.05,88.546875
attention_lstm,final_fit,False,38.57568929999252,620138496,635936768,667680768,684163072,15798272,650289152,4360900608,0.05,38.0
attention_lstm,calibration,False,0.169057300008717,635580416,635777024,684097536,684244992,196608,650289152,4406366208,0.05,0.171875
attention_lstm,inference,False,0.3291951999999583,635772928,636321792,684228608,684769280,548864,650289152,4406366208,0.05,0.328125
attention_lstm,artifact_serialization,False,0.004128900007344782,637489152,637808640,685957120,686149632,319488,650289152,4406714368,0.05,0.0
