model,unit,phase,candidate_id,inner_fold,n_train,train_row_id_hash,validation_row_id_hash,parameters,seed,final_epochs,estimator_class,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
xgboost,rico_h30_f2_s44_xgboost,tuning,0,0.0,3740,345e2c1252453bed7212a13b5adee9f6e7759589eb8a4ccb39a23037b2a9e842,6151ffb29e649e0bea8ac19360af1e36099255dcb7569666f8ba5babecd917fc,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.47072249998745974,433602560,534245376,386408448,554160128,100642816,534245376,4299960320,0.05,0.375
xgboost,rico_h30_f2_s44_xgboost,tuning,0,1.0,7480,c2f1e03552cf8d6a64dcd96c7c1a0fb51d13977011474ec4a03c2a1cd95eb644,beb05cfd551711702b12b167d79032244560974f8f73e7e7850de1bb07d26a60,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.5394650000089314,534634496,538591232,554127360,557240320,3956736,538591232,4301369344,0.05,0.515625
xgboost,rico_h30_f2_s44_xgboost,tuning,1,0.0,3740,345e2c1252453bed7212a13b5adee9f6e7759589eb8a4ccb39a23037b2a9e842,6151ffb29e649e0bea8ac19360af1e36099255dcb7569666f8ba5babecd917fc,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.6485451000044122,535494656,537743360,554127360,556232704,2248704,540557312,4310597632,0.05,0.640625
xgboost,rico_h30_f2_s44_xgboost,tuning,1,1.0,7480,c2f1e03552cf8d6a64dcd96c7c1a0fb51d13977011474ec4a03c2a1cd95eb644,beb05cfd551711702b12b167d79032244560974f8f73e7e7850de1bb07d26a60,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.87679449999996,537620480,542810112,555028480,560246784,5189632,543854592,4308688896,0.05,0.859375
xgboost,rico_h30_f2_s44_xgboost,final_fit,1,,11407,1acb2956bf1dfd95e707a3d0c5ce82159d373ca71b997635518d119e44765e51,,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,1.190734199990402,537636864,546902016,555065344,564400128,9265152,549928960,4291252224,0.05,1.15625
attention_lstm,rico_h30_f2_s44_attention_lstm,tuning,0,0.0,3740,345e2c1252453bed7212a13b5adee9f6e7759589eb8a4ccb39a23037b2a9e842,6151ffb29e649e0bea8ac19360af1e36099255dcb7569666f8ba5babecd917fc,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",44,,src.attention_lstm.AttentionLSTM,23.096890000000712,535420928,646651904,554799104,680480768,111230976,647176192,4206436352,0.05,22.5625
attention_lstm,rico_h30_f2_s44_attention_lstm,tuning,0,1.0,7480,c2f1e03552cf8d6a64dcd96c7c1a0fb51d13977011474ec4a03c2a1cd95eb644,beb05cfd551711702b12b167d79032244560974f8f73e7e7850de1bb07d26a60,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",44,,src.attention_lstm.AttentionLSTM,27.428588599999784,646033408,646324224,679206912,679256064,290816,648331264,4181798912,0.05,26.671875
attention_lstm,rico_h30_f2_s44_attention_lstm,tuning,1,0.0,3740,345e2c1252453bed7212a13b5adee9f6e7759589eb8a4ccb39a23037b2a9e842,6151ffb29e649e0bea8ac19360af1e36099255dcb7569666f8ba5babecd917fc,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",44,,src.attention_lstm.AttentionLSTM,12.58992909999506,632852480,649564160,666054656,683184128,16711680,649760768,4213112832,0.05,12.390625
attention_lstm,rico_h30_f2_s44_attention_lstm,tuning,1,1.0,7480,c2f1e03552cf8d6a64dcd96c7c1a0fb51d13977011474ec4a03c2a1cd95eb644,beb05cfd551711702b12b167d79032244560974f8f73e7e7850de1bb07d26a60,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",44,,src.attention_lstm.AttentionLSTM,26.219386500000837,647999488,648736768,680861696,680910848,737280,650289152,4175450112,0.05,25.8125
attention_lstm,rico_h30_f2_s44_attention_lstm,final_fit,0,,11407,1acb2956bf1dfd95e707a3d0c5ce82159d373ca71b997635518d119e44765e51,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",44,23.0,src.attention_lstm.AttentionLSTM,38.566671200009296,620752896,635936768,667697152,684163072,15183872,650289152,4360900608,0.05,37.984375
