model,mae,rmse,n,negative_predictions,verified
persistence,0.38969610016955786,0.5994280130858491,7667,0,True
xgboost,0.7140483563643197,0.9806796716752199,7667,0,True
attention_lstm,2.6646460785771873,2.969485774770644,7667,0,True
