model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.0926506999967387,426733568,426881024,380571648,380620800,147456,474095616,5182808064,0.05,0.09375
persistence,tuning,False,0.0006756000002496876,422764544,422789120,376524800,376557568,24576,471871488,5170245632,0.05,0.015625
persistence,final_fit,False,0.0003800000049523078,422789120,422789120,376557568,376557568,0,471871488,5170458624,0.05,0.0
persistence,calibration,False,0.0034566000031190924,422789120,422977536,376557568,376606720,188416,471871488,5170507776,0.05,0.0
persistence,inference,False,0.003409799996006768,422977536,423034880,376606720,376606720,57344,471871488,5171314688,0.05,0.0
persistence,artifact_serialization,False,0.0006637999977101572,423018496,423034880,376573952,376606720,16384,471871488,5172166656,0.05,0.015625
xgboost,artifact_reload_and_predict_verification,False,0.5626876999958768,428032000,528822272,381415424,548937728,100790272,528822272,5088628736,0.05,0.53125
xgboost,tuning,False,2.9986902000018745,426930176,538648576,380833792,557793280,111718400,540454912,5039124480,0.05,2.953125
xgboost,final_fit,False,0.6641412000026321,535945216,539906048,555053056,559042560,3960832,540454912,5046587392,0.05,0.640625
xgboost,calibration,False,0.05156880000140518,535941120,535945216,555053056,555053056,4096,540454912,5063610368,0.05,0.046875
xgboost,inference,False,0.10922060000302736,535945216,535949312,555053056,555069440,4096,540454912,5060734976,0.05,0.109375
xgboost,artifact_serialization,False,0.004757900002005044,535961600,536043520,555020288,555053056,81920,540454912,5057728512,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.5288756000009016,531034112,551485440,550404096,598687744,20451328,551485440,5047906304,0.05,0.53125
attention_lstm,tuning,False,40.84425190000184,535420928,641331200,554352640,676683776,105910272,641802240,4932980736,0.05,40.171875
attention_lstm,final_fit,False,8.297801699998672,639528960,640012288,674344960,674410496,483328,642281472,4948602880,0.05,8.171875
attention_lstm,calibration,False,0.1417241000017384,609419264,609423360,635232256,635248640,4096,642281472,5001515008,0.05,0.140625
attention_lstm,inference,False,0.2677724000022863,609419264,609452032,635232256,635502592,32768,642281472,4993802240,0.05,0.28125
attention_lstm,artifact_serialization,False,0.004290799995942507,611057664,611504128,637116416,637452288,446464,642281472,4995461120,0.05,0.0
