model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,3297,6437,2969,1.8000000000000007,0.924188286468852,3.6000000000000014,5.100388379679974,0,True
persistence,0.95,3297,6437,3134,2.5,0.9608513282585055,5.0,6.397545440422556,0,True
xgboost,0.9,3297,6437,2969,1.2676826477050795,0.6420692869349076,2.535365295410159,10.74535506863169,0,True
xgboost,0.95,3297,6437,3134,1.9375652313232408,0.8155973279478018,3.875130462646482,13.210315206781646,0,True
attention_lstm,0.9,3297,6437,2969,0.9898101806640653,0.1753922634767749,1.9796203613281305,36.84274492843077,0,True
attention_lstm,0.95,3297,6437,3134,1.1291122436523438,0.20335560043498524,2.2582244873046875,67.46031344231373,0,True
