model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,26002,34532,23403,59.166,0.9199872581952971,118.33199999999995,187.70410077609176,11987,True
persistence,0.95,26002,34532,24703,85.0,0.9598633151859145,170.0,249.7789415035329,13166,True
xgboost,0.9,26002,34532,23403,45.244792968750005,0.9150353295494035,90.48958593750005,153.72451524985703,11004,True
xgboost,0.95,26002,34532,24703,67.41208520507814,0.9599212324800185,134.82417041015628,208.85445486859365,12549,True
attention_lstm,0.9,26002,34532,23403,46.424189453124995,0.9185393258426966,92.84837890624999,150.78117720070446,10955,True
attention_lstm,0.95,26002,34532,24703,69.330498046875,0.9646414919494961,138.66099609374993,204.6801573903032,12597,True
