model,unit,phase,candidate_id,inner_fold,n_train,train_row_id_hash,validation_row_id_hash,parameters,seed,final_epochs,estimator_class,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
xgboost,bdg2_h1_f1_s42_xgboost,tuning,0,0.0,25658,ccd571ea0adad6d1e354097e404afe80b75223f0132adc64a21a9a819f414d35,59d84037c06dc02a139bf3e84e66723731227cf623bf875b7e3e58891895ce96,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,1.1212680999960867,457850880,564219904,412897280,584912896,106369024,1031094272,5092753408,0.05,1.109375
xgboost,bdg2_h1_f1_s42_xgboost,tuning,0,1.0,51654,cf0bd6abc9ea1a0ac615ad71513d6eb059fe50c59ae9776789a940c2f461e821,0c80fbe20706b2e376321c94fa1bcf6975def74c789e44c4e4325b2c3944725f,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,2.0833918999996968,559304704,575582208,579907584,596160512,16277504,1031094272,5098885120,0.05,2.015625
xgboost,bdg2_h1_f1_s42_xgboost,tuning,1,0.0,25658,ccd571ea0adad6d1e354097e404afe80b75223f0132adc64a21a9a819f414d35,59d84037c06dc02a139bf3e84e66723731227cf623bf875b7e3e58891895ce96,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,1.4931008000057773,558694400,570507264,580333568,590434304,11812864,1031094272,5099880448,0.05,1.390625
xgboost,bdg2_h1_f1_s42_xgboost,tuning,1,1.0,51654,cf0bd6abc9ea1a0ac615ad71513d6eb059fe50c59ae9776789a940c2f461e821,0c80fbe20706b2e376321c94fa1bcf6975def74c789e44c4e4325b2c3944725f,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,2.5100633000038215,564989952,583008256,584671232,602890240,18018304,1031094272,5102829568,0.05,2.3125
xgboost,bdg2_h1_f1_s42_xgboost,final_fit,1,,77682,fb539545c4b558cf586988f3881b51a514486519e9b5e462ea87bbf23fc89c41,,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,3.6814359999989392,566575104,595783680,587210752,616280064,29208576,1031094272,5089792000,0.05,3.4375
attention_lstm,bdg2_h1_f1_s42_attention_lstm,tuning,0,0.0,25658,ccd571ea0adad6d1e354097e404afe80b75223f0132adc64a21a9a819f414d35,59d84037c06dc02a139bf3e84e66723731227cf623bf875b7e3e58891895ce96,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,145.1204319000026,564281344,675438592,583766016,710483968,111157248,1031094272,4789190656,0.05,140.75
attention_lstm,bdg2_h1_f1_s42_attention_lstm,tuning,0,1.0,51654,cf0bd6abc9ea1a0ac615ad71513d6eb059fe50c59ae9776789a940c2f461e821,0c80fbe20706b2e376321c94fa1bcf6975def74c789e44c4e4325b2c3944725f,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,254.91964059999736,672628736,681193472,707731456,718233600,8564736,1031094272,4437458944,0.05,249.28125
attention_lstm,bdg2_h1_f1_s42_attention_lstm,tuning,1,0.0,25658,ccd571ea0adad6d1e354097e404afe80b75223f0132adc64a21a9a819f414d35,59d84037c06dc02a139bf3e84e66723731227cf623bf875b7e3e58891895ce96,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,145.89837659999466,671928320,682622976,711892992,720502784,10694656,1031094272,4626989056,0.05,142.3125
attention_lstm,bdg2_h1_f1_s42_attention_lstm,tuning,1,1.0,51654,cf0bd6abc9ea1a0ac615ad71513d6eb059fe50c59ae9776789a940c2f461e821,0c80fbe20706b2e376321c94fa1bcf6975def74c789e44c4e4325b2c3944725f,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,257.827601099998,663572480,672870400,714854400,722915328,9297920,1031094272,4635508736,0.05,251.25
attention_lstm,bdg2_h1_f1_s42_attention_lstm,final_fit,0,,77682,fb539545c4b558cf586988f3881b51a514486519e9b5e462ea87bbf23fc89c41,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,29.0,src.attention_lstm.AttentionLSTM,325.97142170000006,658702336,677863424,718512128,727392256,19161088,1031094272,4666236928,0.05,318.15625
