left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,14444,4867,2023-07-26 15:24:00,2024-01-30 02:00:00,2024-01-30 03:00:00,2024-01-30 03:24:00,2024-02-04 10:00:00,2024-01-30 04:24:00,2024-02-04 11:00:00,0,0,,0,fe378a3d2e9a7a1738696f2eba5de70fe2ec24730857ae9b93a63b5ebd6be15a,4037473ff6f9e39b126e148d6b34aaeadd5b5e48cef237f360cbdd57455e63f5
calibration,test,4867,6437,2024-01-30 03:24:00,2024-02-04 10:00:00,2024-02-04 11:00:00,2024-02-04 11:24:00,2024-05-11 02:00:00,2024-02-04 12:24:00,2024-05-11 03:00:00,0,0,,0,4037473ff6f9e39b126e148d6b34aaeadd5b5e48cef237f360cbdd57455e63f5,a3c6d524be4f9b4f63f3d464fac072f0555ab32cf19d4e5b63a807e8437777a5
inner0_train,inner0_validation,4710,4867,2023-07-26 15:24:00,2023-08-02 02:00:00,2023-08-02 03:00:00,2023-08-02 03:24:00,2023-08-07 22:00:00,2023-08-02 04:24:00,2023-08-07 23:00:00,0,0,,0,e8b5e068082efaf313003fb17301eae91af2291e7528c2357020e42b1e8904b9,8fdc20988feee8ca6df26e814a9613965edfd1571a39c4a04b2015e9147f52ba
inner1_train,inner1_validation,9577,4867,2023-07-26 15:24:00,2023-08-07 22:00:00,2023-08-07 23:00:00,2023-08-07 23:24:00,2024-01-30 02:00:00,2023-08-08 00:24:00,2024-01-30 03:00:00,0,0,,0,3b2ee7b2aa12c1ffb1d92fa0d145bb40ec7eda5553d5aea200e775ff319f45fe,87e65787ff7d29d052a8e3d894fbe7e7f0a15b0abcb4a8df0c5c71b40e414c0a
