model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09358630000497214,438263808,438452224,394268672,394326016,188416,489594880,4269191168,0.05,0.09375
persistence,tuning,False,0.0007535000040661544,433475584,433500160,387891200,387923968,24576,487194624,4432351232,0.05,0.0
persistence,final_fit,False,0.0003485000052023679,433491968,433500160,387899392,387923968,8192,487194624,4432351232,0.05,0.0
persistence,calibration,False,0.002747199992882088,433500160,433635328,387923968,387993600,135168,487194624,4432285696,0.05,0.0
persistence,inference,False,0.004165400008787401,433635328,433733632,387993600,387993600,98304,487194624,4432285696,0.05,0.015625
persistence,artifact_serialization,False,0.0005590000073425472,434180096,434196480,388476928,388509696,16384,487194624,4432285696,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.744016399999964,439128064,541908992,394903552,563437568,102780928,541908992,4166647808,0.05,0.734375
xgboost,tuning,False,3.6264028000005055,438947840,549056512,392691712,566009856,110108672,550068224,4216901632,0.05,3.59375
xgboost,final_fit,False,1.2947019999992335,544460800,552968192,561377280,569913344,8507392,554037248,4290199552,0.05,1.25
xgboost,calibration,False,0.0786733999993885,546430976,546455552,563359744,563376128,24576,554037248,4297265152,0.05,0.078125
xgboost,inference,False,0.14803580001171213,546455552,546459648,563359744,563376128,4096,554037248,4298338304,0.05,0.140625
xgboost,artifact_serialization,False,0.005708800003048964,546447360,547524608,563326976,564736000,1077248,554037248,4295176192,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.747133800003212,543715328,568111104,563404800,610709504,24395776,568938496,4148924416,0.05,0.734375
attention_lstm,tuning,False,62.33006059999752,541032448,654987264,560828416,687058944,113954816,655507456,4124545024,0.05,59.875
attention_lstm,final_fit,False,9.229634700008319,638279680,647294976,668901376,680435712,9015296,655507456,4193583104,0.05,9.03125
attention_lstm,calibration,False,0.18640159998903982,625332224,626094080,650428416,650584064,761856,655507456,4236046336,0.05,0.171875
attention_lstm,inference,False,0.36251659999834374,626089984,626884608,650567680,650838016,794624,655507456,4234272768,0.05,0.359375
attention_lstm,artifact_serialization,False,0.004462700002477504,628838400,628998144,652787712,652820480,159744,655507456,4234907648,0.05,0.0
