model,mae,rmse,n,negative_predictions,verified
persistence,0.07447077772664519,0.12451008457023498,8692,0,True
xgboost,0.28833440296999935,0.4575429241977966,8692,0,True
attention_lstm,2.594214298601146,2.997098435025381,8692,0,True
