dataset,horizon,outer_fold,model_seed,model,evidence_status,estimator_class,mae,rmse,n_fit,n_calibration,n_evaluation,selected_candidate,final_epochs,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,inference_batch_size,inference_rows_per_second,baseline_rss_bytes,peak_rss_bytes,peak_private_bytes,process_cpu_seconds,learned_tuning_fits,learned_final_fits,negative_predictions,status
bdg2,3,1,43,persistence,matched_forecasting005,src.pilot_forecasters.Persistence,37.25500358176974,72.47955835894919,77642,25992,34536,0,,0.0,0.00027779999072663486,0.007687600009376183,0.009022599988384172,256,3827721.5042739515,454197248,454602752,411369472,0.015625,0,0,0,complete
bdg2,3,1,43,xgboost,matched_forecasting005,xgboost.sklearn.XGBRegressor,24.35992278589357,46.66958742820568,77642,25992,34536,1,,6.184147899999516,2.5790103999897838,0.2260455999930855,0.2700466999958735,256,127888.9910542426,457629696,586838016,608505856,8.890625,4,1,233,complete
bdg2,3,1,43,attention_lstm,matched_forecasting005,src.attention_lstm.AttentionLSTM,28.744179462502668,50.608865228899084,77642,25992,34536,0,11.0,406.5036667000095,87.17404510002234,0.6956372999993619,0.9370485999970697,256,36856.14598870112,566468608,682795008,727433216,487.734375,4,1,0,complete
