stage,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
dscp_assignment_000000_000064,0.7168632999964757,578404352,578637824,662421504,662474752,233472,1036103680,2618003456,0.05,0.703125
dscp_assignment_000064_000576,5.756197900002007,578617344,578637824,662421504,662474752,20480,1036103680,2624360448,0.05,5.546875
dscp_assignment_000576_001088,5.706121700000949,578617344,578637824,662421504,662474752,20480,1036103680,2554220544,0.05,5.546875
dscp_assignment_001088_001600,5.690338700005668,578617344,578637824,662421504,662474752,20480,1036103680,2697564160,0.05,5.578125
dscp_assignment_001600_002112,5.615256599994609,578617344,578637824,662421504,662474752,20480,1036103680,2707693568,0.05,5.484375
dscp_assignment_002112_002624,5.616694099997403,578617344,578637824,662421504,662474752,20480,1036103680,2671120384,0.05,5.5625
dscp_assignment_002624_003136,5.636023600003682,578617344,578637824,662421504,662474752,20480,1036103680,2667487232,0.05,5.59375
dscp_assignment_003136_003648,5.681432400000631,578617344,578637824,662421504,662474752,20480,1036103680,2668519424,0.05,5.59375
dscp_assignment_003648_004160,5.692542200005846,578617344,578637824,662421504,662474752,20480,1036103680,2696978432,0.05,5.59375
dscp_assignment_004160_004672,5.744491400007973,578617344,578637824,662421504,662474752,20480,1036103680,2694492160,0.05,5.640625
dscp_assignment_004672_005184,5.912846299994271,578547712,578568192,662106112,662159360,20480,1036103680,2711527424,0.05,5.78125
dscp_assignment_005184_005696,5.727598099998431,578547712,579620864,662106112,663216128,1073152,1036103680,2701996032,0.05,5.640625
dscp_assignment_005696_006208,5.922524400011753,578547712,578568192,662106112,662159360,20480,1036103680,2718199808,0.05,5.734375
dscp_assignment_006208_006720,5.68886609999754,578547712,578568192,662106112,662159360,20480,1036103680,2704052224,0.05,5.578125
dscp_assignment_006720_007232,5.617215700011002,578547712,578568192,662106112,662159360,20480,1036103680,2704130048,0.05,5.5625
dscp_assignment_007232_007744,5.565982600004645,578547712,578568192,662106112,662159360,20480,1036103680,2715766784,0.05,5.53125
dscp_assignment_007744_008256,5.5753419999964535,578547712,578568192,662106112,662159360,20480,1036103680,2658816000,0.05,5.484375
dscp_assignment_008256_008768,5.607068600002094,578547712,578568192,662106112,662159360,20480,1036103680,2649767936,0.05,5.546875
dscp_assignment_008768_009280,5.508549699996365,578547712,578568192,662106112,662159360,20480,1036103680,2666725376,0.05,5.453125
dscp_assignment_009280_009792,5.567479399993317,578547712,578568192,662106112,662159360,20480,1036103680,2677723136,0.05,5.515625
dscp_assignment_009792_010304,5.63026119999995,578547712,578568192,662106112,662159360,20480,1036103680,2655236096,0.05,5.59375
dscp_assignment_010304_010816,5.696968599993852,578547712,578568192,662106112,662159360,20480,1036103680,2660569088,0.05,5.546875
dscp_assignment_010816_011328,5.733742399999755,578547712,578568192,662106112,662159360,20480,1036103680,2652991488,0.05,5.640625
dscp_assignment_011328_011840,5.68336100000306,578547712,578568192,662106112,662159360,20480,1036103680,2629574656,0.05,5.5625
dscp_assignment_011840_012352,5.7423485000035726,578547712,578568192,662106112,662159360,20480,1036103680,2660806656,0.05,5.671875
dscp_assignment_012352_012864,5.74744570000621,578547712,578568192,662106112,662159360,20480,1036103680,2664476672,0.05,5.71875
dscp_assignment_012864_013376,5.729520099994261,578547712,578568192,662106112,662159360,20480,1036103680,2679422976,0.05,5.640625
dscp_assignment_013376_013888,5.700329200000851,578547712,578568192,662106112,662159360,20480,1036103680,2656968704,0.05,5.59375
dscp_assignment_013888_014400,5.749924600007944,578547712,578568192,662106112,662159360,20480,1036103680,2652549120,0.05,5.671875
dscp_assignment_014400_014912,5.752019199993811,578547712,578568192,662106112,662159360,20480,1036103680,2668470272,0.05,5.671875
dscp_assignment_014912_015424,5.9181002999976045,578547712,578568192,662106112,662159360,20480,1036103680,2692407296,0.05,5.609375
dscp_assignment_015424_015936,5.894602599990321,578547712,578568192,662106112,662159360,20480,1036103680,2688532480,0.05,5.734375
dscp_assignment_015936_016448,5.865203099994687,578547712,578568192,662106112,662159360,20480,1036103680,2715230208,0.05,5.671875
