dataset,outer_fold,model_seed,horizon,level,method,support,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
rico,2,42,5,0.9,quantile_uncalibrated,native,8692,0.4402899217671422,-0.4597100782328578,0.4597100782328578,2.198081965845659,8.75483852459102,0.1903959190992864,0.3516178012907769,1654.9213288109975,1074.636099580198,19105.72844713047,76097.05645574516,3827,8692,0,862,complete
rico,2,42,5,0.9,cqr,native,8692,0.47653014265991717,-0.42346985734008286,0.42346985734008286,2.286633189145574,8.4896358867467,0.1903959190992864,0.3516178012907769,1654.9213288109975,1074.636099580198,19875.41568005333,73791.91512760232,4142,8692,0,862,complete
rico,2,42,5,0.9,recentred_enbpi_static,native,8692,0.3762080073630925,-0.5237919926369075,0.5237919926369075,0.7166915893554666,5.1292361453004185,0.4589999894155545,0.644664091187564,3989.6279079999995,3612.3238427364504,6229.483294677716,44583.320574951234,3270,8692,0,0,complete
rico,2,42,5,0.9,recentred_enbpi_updated,native,8692,0.582604693971468,-0.31739530602853205,0.31739530602853205,0.6171332644960884,3.8888005999769875,0.4589999894155545,0.644664091187564,3989.6279079999995,3612.3238427364504,5364.122335,33801.454814999975,5064,8692,0,0,complete
rico,2,42,5,0.9,dscp,native,6437,0.5159235668789809,-0.38407643312101913,0.38407643312101913,0.2742545191308661,2.8999330009376303,0.22972415208779487,0.36429236630960343,1478.7343669891357,854.2473705108855,1765.376339645385,18666.868727035526,3321,6437,0,0,complete
rico,2,42,5,0.95,quantile_uncalibrated,native,8692,0.7566728025770824,-0.1933271974229176,0.1933271974229176,2.7818459719454345,6.58477652789745,0.1903959190992864,0.3516178012907769,1654.9213288109975,1074.636099580198,24179.805188149716,57234.87758048464,6577,8692,0,75,complete
rico,2,42,5,0.95,cqr,native,8692,0.8816152784169351,-0.06838472158306486,0.06838472158306486,3.137540090626869,5.400744999792875,0.1903959190992864,0.3516178012907769,1654.9213288109975,1074.636099580198,27271.498467728747,46943.27553819967,7663,8692,0,75,complete
rico,2,42,5,0.95,recentred_enbpi_static,native,8692,0.6015876668200645,-0.3484123331799355,0.3484123331799355,0.9214488983154325,7.696883798731779,0.4589999894155545,0.644664091187564,3989.6279079999995,3612.3238427364504,8009.23382415774,66901.31397857663,5229,8692,0,0,complete
rico,2,42,5,0.95,recentred_enbpi_updated,native,8692,0.7106534744592728,-0.2393465255407271,0.2393465255407271,0.8000582994707814,5.260949675448689,0.4589999894155545,0.644664091187564,3989.6279079999995,3612.3238427364504,6954.106739000033,45728.174579000006,6177,8692,0,0,complete
rico,2,42,5,0.95,dscp,native,6437,0.5928227435140594,-0.35717725648594056,0.35717725648594056,0.3442951727365363,5.093005288532815,0.22972415208779487,0.36429236630960343,1478.7343669891357,854.2473705108855,2216.2280269050843,32783.67504228573,3816,6437,0,0,complete
