dataset,outer_fold,model_seed,horizon,level,method,support,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
rico,2,42,5,0.9,quantile_uncalibrated,common,6437,0.41603231318937395,-0.4839676868106261,0.4839676868106261,2.188852583533646,8.793657368080682,0.17858895303774097,0.30171740451062323,1149.5770907039387,585.9819454924443,14089.644080206079,56604.77247833535,2678,6437,0,698,complete
rico,2,42,5,0.9,cqr,common,6437,0.4483455025633059,-0.4516544974366941,0.4516544974366941,2.275121197468298,8.52126278053651,0.17858895303774097,0.30171740451062323,1149.5770907039387,585.9819454924443,14644.955148103434,54851.36851831352,2886,6437,0,698,complete
rico,2,42,5,0.9,recentred_enbpi_static,common,6437,0.38340842007146186,-0.5165915799285381,0.5165915799285381,0.7166915893554666,4.7663663910656515,0.43917210579462473,0.5944859742314742,2826.9508449999994,2274.923172992492,4613.3437606811385,30681.1004592896,2468,6437,0,0,complete
rico,2,42,5,0.9,recentred_enbpi_updated,common,6437,0.5741805188752525,-0.32581948112474757,0.32581948112474757,0.6121446653720674,3.641832485785301,0.43917210579462473,0.5944859742314742,2826.9508449999994,2274.923172992492,3940.3752109999978,23442.47571099998,3696,6437,0,0,complete
rico,2,42,5,0.9,dscp,common,6437,0.5159235668789809,-0.38407643312101913,0.38407643312101913,0.2742545191308661,2.8999330009376303,0.22972415208779487,0.36429236630960343,1478.7343669891357,854.2473705108855,1765.376339645385,18666.868727035526,3321,6437,0,0,complete
rico,2,42,5,0.95,quantile_uncalibrated,common,6437,0.7523691160478484,-0.19763088395215156,0.19763088395215156,2.8162071499185286,5.977405244535115,0.17858895303774097,0.30171740451062323,1149.5770907039387,585.9819454924443,18127.92542402557,38476.557559072535,4843,6437,0,68,complete
rico,2,42,5,0.95,cqr,common,6437,0.8889234115271089,-0.0610765884728911,0.0610765884728911,3.1718340356988834,4.806524709129798,0.17858895303774097,0.30171740451062323,1149.5770907039387,585.9819454924443,20417.095687793713,30939.599552668507,5722,6437,0,68,complete
rico,2,42,5,0.95,recentred_enbpi_static,common,6437,0.6024545595774429,-0.3475454404225571,0.3475454404225571,0.9214488983154324,7.00068431479119,0.43917210579462473,0.5944859742314742,2826.9508449999994,2274.923172992492,5931.366558456439,45063.40493431089,3878,6437,0,0,complete
rico,2,42,5,0.95,recentred_enbpi_updated,common,6437,0.6958210346434675,-0.2541789653565325,0.2541789653565325,0.7794714783284178,5.331757561907721,0.43917210579462473,0.5944859742314742,2826.9508449999994,2274.923172992492,5017.457906000025,34320.523426,4479,6437,0,0,complete
rico,2,42,5,0.95,dscp,common,6437,0.5928227435140594,-0.35717725648594056,0.35717725648594056,0.3442951727365363,5.093005288532815,0.22972415208779487,0.36429236630960343,1478.7343669891357,854.2473705108855,2216.2280269050843,32783.67504228573,3816,6437,0,0,complete
