model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09141400000953581,433532928,433598464,390578176,390627328,65536,479907840,4940943360,0.05,0.078125
persistence,tuning,False,0.0006745999999111518,431816704,431841280,385622016,385654784,24576,487272448,4429090816,0.05,0.0
persistence,final_fit,False,0.00038359999598469585,431841280,431841280,385654784,385654784,0,487272448,4429090816,0.05,0.0
persistence,calibration,False,0.0028039999888278544,431841280,431935488,385654784,385658880,94208,487272448,4429000704,0.05,0.0
persistence,inference,False,0.004142500009038486,431935488,431968256,385658880,385658880,32768,487272448,4429000704,0.05,0.0
persistence,artifact_serialization,False,0.0006117000011727214,432156672,432173056,385875968,385908736,16384,487272448,4428730368,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.7614620000094874,433938432,537800704,390701056,559902720,103862272,537800704,4886802432,0.05,0.734375
xgboost,tuning,False,3.7223128999903565,436920320,546013184,389591040,562507776,109092864,547037184,4304343040,0.05,3.640625
xgboost,final_fit,False,1.7462222000031034,541601792,549994496,558063616,566534144,8392704,551051264,4508700672,0.05,1.71875
xgboost,calibration,False,0.07463360000110697,542695424,542699520,559185920,559202304,4096,551051264,4520398848,0.05,0.078125
xgboost,inference,False,0.14529049998964183,542695424,542699520,559185920,559202304,4096,551051264,4520402944,0.05,0.15625
xgboost,artifact_serialization,False,0.005465900001581758,542695424,543772672,559153152,560562176,1077248,551051264,4537266176,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.7067191999958595,539844608,564838400,560926720,608747520,24993792,564838400,4864856064,0.05,0.703125
attention_lstm,tuning,False,88.85488119999354,537710592,652517376,555520000,685203456,114806784,654262272,4244799488,0.05,87.921875
attention_lstm,final_fit,False,23.998956799987354,650629120,652398592,682037248,683241472,1769472,654262272,4274896896,0.05,23.59375
attention_lstm,calibration,False,0.21745409999857657,637952000,637952000,669429760,670105600,0,654262272,4322742272,0.05,0.21875
attention_lstm,inference,False,0.4467692000034731,614871040,614871040,637386752,637554688,0,654262272,4318744576,0.05,0.453125
attention_lstm,artifact_serialization,False,0.0052493999974103644,611278848,611586048,637538304,637730816,307200,654262272,4348870656,0.05,0.015625
