model,mae,rmse,n,negative_predictions,verified
persistence,0.20938179183772038,0.33076021266260025,8282,0,True
xgboost,0.4231189134068548,0.6121914558182814,8282,0,True
attention_lstm,3.261736469273405,3.593701619617502,8282,0,True
