model,mae,rmse,n,negative_predictions,verified
persistence,0.20938179183772038,0.33076021266260025,8282,0,True
xgboost,0.383518598022682,0.5478541777805537,8282,0,True
attention_lstm,2.8085448794997103,3.194394953123783,8282,0,True
