dataset,horizon,outer_fold,model_seed,model,evidence_status,estimator_class,mae,rmse,n_fit,n_calibration,n_evaluation,selected_candidate,final_epochs,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,inference_batch_size,inference_rows_per_second,baseline_rss_bytes,peak_rss_bytes,peak_private_bytes,process_cpu_seconds,learned_tuning_fits,learned_final_fits,negative_predictions,status
pleia,6,1,44,persistence,matched_forecasting005,src.pilot_forecasters.Persistence,0.5223276471181992,0.7472522932077557,22280,7428,9907,0,,0.0,0.00030250000418163836,0.0026362999924458563,0.003277099982369691,256,3023099.7080645026,388894720,389013504,344612864,0.0,0,0,0,complete
pleia,6,1,44,xgboost,matched_forecasting005,xgboost.sklearn.XGBRegressor,1.856129961831064,2.177094076259965,22280,7428,9907,0,,3.031315899977926,0.6956536000070628,0.054784500011010095,0.06954289998975582,256,142458.82759360588,392413184,511537152,536100864,3.265625,4,1,0,complete
pleia,6,1,44,attention_lstm,matched_forecasting005,src.attention_lstm.AttentionLSTM,1.7474599133806585,2.103645452335469,22280,7428,9907,0,14.0,111.65554710000288,31.28124939999543,0.20883390001836233,0.2563527000020258,256,38645.97486167187,506486784,628293632,667787264,140.765625,4,1,0,complete
