model,mae,rmse,n,negative_predictions,verified
persistence,42.80348447459585,78.69880137930757,34640,0,True
xgboost,28.46134206257845,54.02944426853317,34640,25,True
attention_lstm,32.13089702662303,63.20389038273789,34640,56,True
