model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.11957980001170654,491139072,491814912,447258624,447307776,675840,1032650752,4772737024,0.05,0.125
persistence,tuning,False,0.0006807000027038157,451092480,451108864,407613440,407646208,16384,1031450624,4862676992,0.05,0.0
persistence,final_fit,False,0.00036609999369829893,451108864,451108864,407646208,407646208,0,1031450624,4862746624,0.05,0.0
persistence,calibration,False,0.006744300000718795,451108864,451403776,407646208,407891968,294912,1031450624,4862570496,0.05,0.015625
persistence,inference,False,0.011709000013070181,451403776,451502080,407891968,407891968,98304,1031450624,4862509056,0.05,0.015625
persistence,artifact_serialization,False,0.0006110999966040254,456683520,456699904,411918336,411951104,16384,1031450624,4857769984,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.180928000001586,531382272,626016256,489324544,649232384,94633984,1032650752,4636114944,0.05,1.203125
xgboost,tuning,False,6.209249799998361,452296704,572059648,408715264,594026496,119762944,1031450624,4718956544,0.05,6.09375
xgboost,final_fit,False,2.0639429000002565,562995200,572936192,584941568,595132416,9940992,1031450624,4734373888,0.05,2.046875
xgboost,calibration,False,0.1673503000056371,558686208,558780416,582713344,582742016,94208,1031450624,4743770112,0.05,0.171875
xgboost,inference,False,0.31717829999979585,558780416,558813184,582725632,582742016,32768,1031450624,4744130560,0.05,0.3125
xgboost,artifact_serialization,False,0.005218499994953163,570634240,572006400,593010688,594599936,1372160,1031450624,4737851392,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,2.2907749000005424,631304192,647888896,653090816,689803264,16584704,1032650752,4613763072,0.05,2.265625
attention_lstm,tuning,False,489.48848750001343,561164288,680656896,583585792,720392192,119492608,1031450624,4355985408,0.05,479.484375
attention_lstm,final_fit,False,179.5165163000056,666632192,682795008,712925184,725106688,16162816,1031450624,4561346560,0.05,176.109375
attention_lstm,calibration,False,0.6585116000060225,671510528,674557952,710070272,715767808,3047424,1031450624,4602032128,0.05,0.640625
attention_lstm,inference,False,1.3476942999986932,674557952,676036608,715767808,718704640,1478656,1031450624,4583100416,0.05,1.3125
attention_lstm,artifact_serialization,False,0.00420999999914784,685768704,685928448,732475392,732508160,159744,1031450624,4577218560,0.05,0.0
