model,unit,phase,candidate_id,inner_fold,n_train,train_row_id_hash,validation_row_id_hash,parameters,seed,final_epochs,estimator_class,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
xgboost,bdg2_h3_f2_s46_xgboost,tuning,0,0.0,17073,5521ac7da5fa1bd075a874cf11f0a983276738dc93321f7e467834df6242667a,373ee6b3fe53cc58ef6a0664e68c977e5db574fd3a9777893e3aa8d51b0494b0,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,0.8615793000062695,452317184,557744128,408764416,579887104,105426944,1031450624,4716392448,0.05,0.859375
xgboost,bdg2_h3_f2_s46_xgboost,tuning,0,1.0,34268,10d73e9a9a00e7458c311fbc0391a54577cd4e49e1d03a06dc8aa8ccb402b54c,5c26c627b464dd7051cdeef687352e861fd9d291edc41318dbbd41127f16c493,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,1.3646933999989415,555327488,565354496,577236992,587345920,10027008,1031450624,4734308352,0.05,1.34375
xgboost,bdg2_h3_f2_s46_xgboost,tuning,1,0.0,17073,5521ac7da5fa1bd075a874cf11f0a983276738dc93321f7e467834df6242667a,373ee6b3fe53cc58ef6a0664e68c977e5db574fd3a9777893e3aa8d51b0494b0,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,1.1316782000067178,552665088,564379648,578674688,586407936,11714560,1031450624,4737196032,0.05,1.109375
xgboost,bdg2_h3_f2_s46_xgboost,tuning,1,1.0,34268,10d73e9a9a00e7458c311fbc0391a54577cd4e49e1d03a06dc8aa8ccb402b54c,5c26c627b464dd7051cdeef687352e861fd9d291edc41318dbbd41127f16c493,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,1.7675812000088627,560046080,572059648,581959680,594026496,12013568,1031450624,4734066688,0.05,1.734375
xgboost,bdg2_h3_f2_s46_xgboost,final_fit,0,,51634,34d09c504dadbc047c0332a8cedba17e646d848483d248a9841d5197d779a02a,,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,2.039374999993015,563019776,580243456,584957952,602378240,17223680,1031450624,4729409536,0.05,2.03125
attention_lstm,bdg2_h3_f2_s46_attention_lstm,tuning,0,0.0,17073,5521ac7da5fa1bd075a874cf11f0a983276738dc93321f7e467834df6242667a,373ee6b3fe53cc58ef6a0664e68c977e5db574fd3a9777893e3aa8d51b0494b0,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",46,,src.attention_lstm.AttentionLSTM,79.12794940000458,561184768,671490048,583634944,711061504,110305280,1031450624,4432728064,0.05,76.609375
attention_lstm,bdg2_h3_f2_s46_attention_lstm,tuning,0,1.0,34268,10d73e9a9a00e7458c311fbc0391a54577cd4e49e1d03a06dc8aa8ccb402b54c,5c26c627b464dd7051cdeef687352e861fd9d291edc41318dbbd41127f16c493,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",46,,src.attention_lstm.AttentionLSTM,164.5356696999952,669499392,678158336,708038656,718057472,8658944,1031450624,4434583552,0.05,161.171875
attention_lstm,bdg2_h3_f2_s46_attention_lstm,tuning,1,0.0,17073,5521ac7da5fa1bd075a874cf11f0a983276738dc93321f7e467834df6242667a,373ee6b3fe53cc58ef6a0664e68c977e5db574fd3a9777893e3aa8d51b0494b0,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",46,,src.attention_lstm.AttentionLSTM,91.04910820000805,667176960,678858752,711487488,719425536,11681792,1031450624,4604116992,0.05,89.21875
attention_lstm,bdg2_h3_f2_s46_attention_lstm,tuning,1,1.0,34268,10d73e9a9a00e7458c311fbc0391a54577cd4e49e1d03a06dc8aa8ccb402b54c,5c26c627b464dd7051cdeef687352e861fd9d291edc41318dbbd41127f16c493,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",46,,src.attention_lstm.AttentionLSTM,151.49768719999702,668508160,680656896,712695808,720392192,12148736,1031450624,4355985408,0.05,149.328125
attention_lstm,bdg2_h3_f2_s46_attention_lstm,final_fit,0,,51634,34d09c504dadbc047c0332a8cedba17e646d848483d248a9841d5197d779a02a,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",46,24.0,src.attention_lstm.AttentionLSTM,179.4906723000022,667873280,682795008,714190848,725106688,14921728,1031450624,4561346560,0.05,176.09375
