model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.0832992999930866,396644352,396664832,351485952,351535104,20480,408584192,5269901312,0.05,0.0625
persistence,tuning,False,0.0005838000070070848,383414272,383430656,339247104,339279872,16384,407302144,5220831232,0.05,0.0
persistence,final_fit,False,0.0004403000057209283,383430656,383430656,339279872,339279872,0,407302144,5220831232,0.05,0.0
persistence,calibration,False,0.011122800002340227,383430656,383504384,339279872,339279872,73728,407302144,5220835328,0.05,0.015625
persistence,inference,False,0.00392920000012964,383504384,383504384,339279872,339279872,0,407302144,5221056512,0.05,0.0
persistence,artifact_serialization,False,0.0006130999972810969,384110592,384126976,339247104,339279872,16384,407302144,5220990976,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.4652500000083819,410365952,515842048,365625344,539660288,105476096,515842048,5149696000,0.05,0.484375
xgboost,tuning,False,3.092094100007671,386002944,499617792,340492288,522502144,113614848,500629504,5073321984,0.05,2.828125
xgboost,final_fit,False,0.7031895999971312,496693248,500232192,519520256,523075584,3538944,500629504,5052129280,0.05,0.6875
xgboost,calibration,False,0.050536599999759346,497909760,497926144,520740864,520740864,16384,500629504,5099134976,0.05,0.046875
xgboost,inference,False,0.08813019999070093,497926144,497930240,520740864,520757248,4096,500629504,5099134976,0.05,0.09375
xgboost,artifact_serialization,False,0.0045815000048605725,497926144,497934336,520708096,520740864,8192,500629504,5093695488,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6542107999994187,517255168,536784896,540946432,585768960,19529728,536784896,5099196416,0.05,0.640625
attention_lstm,tuning,False,74.75312559999293,496238592,619233280,520998912,659083264,122994688,620118016,4961828864,0.05,73.40625
attention_lstm,final_fit,False,17.743570300008287,614465536,620384256,654815232,660393984,5918720,620933120,5076357120,0.05,17.515625
attention_lstm,calibration,False,0.1717858000047272,611377152,612745216,652054528,653123584,1368064,620933120,5082701824,0.05,0.171875
attention_lstm,inference,False,0.3451080000086222,612745216,613990400,653107200,654712832,1245184,620933120,5081714688,0.05,0.34375
attention_lstm,artifact_serialization,False,0.00784810000914149,617074688,617230336,657747968,657780736,155648,620933120,5081055232,0.05,0.0
