model,mae,rmse,n,negative_predictions,verified
persistence,0.12760863530836783,0.24188010063684087,9907,0,True
xgboost,0.1260102669235296,0.2140655842042265,9907,0,True
attention_lstm,0.13523025937213706,0.2264348838134962,9907,0,True
