model,unit,phase,candidate_id,inner_fold,n_train,train_row_id_hash,validation_row_id_hash,parameters,seed,final_epochs,estimator_class,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
xgboost,pleia_energy_h1_f2_s46_xgboost,tuning,0,0.0,4951,1f232912d6eb43fc9b6cd763690fe75b9c524961b131da2a01b9c8f51a970ff3,c9958ea60d21084b02c7a0cb1a71850ce05c37b692c3311f0671d1cf0aa10c8d,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,0.7025129999965429,386023424,491659264,340541440,514785280,105635840,491659264,5103226880,0.05,0.453125
xgboost,pleia_energy_h1_f2_s46_xgboost,tuning,0,1.0,9903,3ebd328bc03fe0f3de5093dc3fb5c3e5f9a604b2f064f4d8d516bb7044c4a61e,fe28597d34da76b08e3e61c14bd35efdc198619112aed30eee3edf6deecf2e73,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,0.47748969998792745,491876352,496082944,514752512,518918144,4206592,496082944,5097746432,0.05,0.484375
xgboost,pleia_energy_h1_f2_s46_xgboost,tuning,1,0.0,4951,1f232912d6eb43fc9b6cd763690fe75b9c524961b131da2a01b9c8f51a970ff3,c9958ea60d21084b02c7a0cb1a71850ce05c37b692c3311f0671d1cf0aa10c8d,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,0.5563860999973258,494542848,496046080,517361664,519311360,1503232,497876992,5106089984,0.05,0.546875
xgboost,pleia_energy_h1_f2_s46_xgboost,tuning,1,1.0,9903,3ebd328bc03fe0f3de5093dc3fb5c3e5f9a604b2f064f4d8d516bb7044c4a61e,fe28597d34da76b08e3e61c14bd35efdc198619112aed30eee3edf6deecf2e73,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,0.7549794999940787,495517696,499617792,519266304,522502144,4100096,500629504,5104332800,0.05,0.75
xgboost,pleia_energy_h1_f2_s46_xgboost,final_fit,0,,14858,f35c67953ff456373c6f4e0342cb8b2743bbf6675c96e7e7d901eb6824304e91,,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",46,,xgboost.sklearn.XGBRegressor,0.6935010000015609,496721920,500232192,519536640,523075584,3510272,500629504,5052129280,0.05,0.671875
attention_lstm,pleia_energy_h1_f2_s46_attention_lstm,tuning,0,0.0,4951,1f232912d6eb43fc9b6cd763690fe75b9c524961b131da2a01b9c8f51a970ff3,c9958ea60d21084b02c7a0cb1a71850ce05c37b692c3311f0671d1cf0aa10c8d,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",46,,src.attention_lstm.AttentionLSTM,10.776287300002878,496263168,614805504,521048064,654458880,118542336,615096320,4961828864,0.05,9.703125
attention_lstm,pleia_energy_h1_f2_s46_attention_lstm,tuning,0,1.0,9903,3ebd328bc03fe0f3de5093dc3fb5c3e5f9a604b2f064f4d8d516bb7044c4a61e,fe28597d34da76b08e3e61c14bd35efdc198619112aed30eee3edf6deecf2e73,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",46,,src.attention_lstm.AttentionLSTM,24.9455728999892,612126720,617607168,650887168,657502208,5480448,619405312,5038333952,0.05,24.84375
attention_lstm,pleia_energy_h1_f2_s46_attention_lstm,tuning,1,0.0,4951,1f232912d6eb43fc9b6cd763690fe75b9c524961b131da2a01b9c8f51a970ff3,c9958ea60d21084b02c7a0cb1a71850ce05c37b692c3311f0671d1cf0aa10c8d,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",46,,src.attention_lstm.AttentionLSTM,9.857894800006761,612052992,618790912,651018240,658518016,6737920,619405312,5067390976,0.05,9.75
attention_lstm,pleia_energy_h1_f2_s46_attention_lstm,tuning,1,1.0,9903,3ebd328bc03fe0f3de5093dc3fb5c3e5f9a604b2f064f4d8d516bb7044c4a61e,fe28597d34da76b08e3e61c14bd35efdc198619112aed30eee3edf6deecf2e73,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",46,,src.attention_lstm.AttentionLSTM,28.049242900000536,617283584,619233280,656932864,659083264,1949696,620118016,5057982464,0.05,27.96875
attention_lstm,pleia_energy_h1_f2_s46_attention_lstm,final_fit,0,,14858,f35c67953ff456373c6f4e0342cb8b2743bbf6675c96e7e7d901eb6824304e91,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",46,9.0,src.attention_lstm.AttentionLSTM,17.7329563999956,615960576,620384256,656863232,660393984,4423680,620933120,5076357120,0.05,17.515625
