dataset,horizon,outer_fold,model_seed,model,estimator_class,payload_seed,fit_record_seeds,source_hash,protocol_hash,source_run,passed,seed_variability,actual_wrapper_random_state,actual_booster_seed,actual_n_jobs,serialized_training_seed,rng_paths
pleia,1,2,44,attention_lstm,src.attention_lstm.AttentionLSTM,44,[44],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,556741a9a18d9a9f8ebb1031f0e532e5233caa8c07bcda907c7ae3ae195edb7f,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s44_v1,True,,,,,44.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia,3,2,44,persistence,src.pilot_forecasters.Persistence,44,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia,3,2,44,xgboost,xgboost.sklearn.XGBRegressor,44,[44],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,True,,44.0,44.0,1.0,,
pleia,3,2,44,attention_lstm,src.attention_lstm.AttentionLSTM,44,[44],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,True,,,,,44.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia,6,2,44,persistence,src.pilot_forecasters.Persistence,44,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia,6,2,44,xgboost,xgboost.sklearn.XGBRegressor,44,[44],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,True,,44.0,44.0,1.0,,
pleia,6,2,44,attention_lstm,src.attention_lstm.AttentionLSTM,44,[44],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,True,,,,,44.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia_energy,1,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia_energy,1,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,True,,45.0,45.0,1.0,,
pleia_energy,1,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia_energy,3,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia_energy,3,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,True,,45.0,45.0,1.0,,
pleia_energy,3,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia_energy,6,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia_energy,6,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,True,,45.0,45.0,1.0,,
pleia_energy,6,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
rico,5,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,5,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,True,,45.0,45.0,1.0,,
rico,5,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
rico,15,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,15,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,True,,45.0,45.0,1.0,,
rico,15,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
rico,30,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,30,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,True,,45.0,45.0,1.0,,
rico,30,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
rico,60,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,60,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,True,,45.0,45.0,1.0,,
rico,60,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
bdg2,1,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
bdg2,1,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,True,,45.0,45.0,1.0,,
bdg2,1,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
bdg2,3,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
bdg2,3,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,True,,45.0,45.0,1.0,,
bdg2,3,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
bdg2,6,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
bdg2,6,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,True,,45.0,45.0,1.0,,
bdg2,6,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia,1,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia,1,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,True,,45.0,45.0,1.0,,
pleia,1,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia,3,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia,3,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,True,,45.0,45.0,1.0,,
pleia,3,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia,6,2,45,persistence,src.pilot_forecasters.Persistence,45,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia,6,2,45,xgboost,xgboost.sklearn.XGBRegressor,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,True,,45.0,45.0,1.0,,
pleia,6,2,45,attention_lstm,src.attention_lstm.AttentionLSTM,45,[45],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,True,,,,,45.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia_energy,1,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d3f48a48b1e9bd268b7a135c9afd44e18a498537f9d3262d88eb1ded5694a0c3,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia_energy,1,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d3f48a48b1e9bd268b7a135c9afd44e18a498537f9d3262d88eb1ded5694a0c3,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,True,,46.0,46.0,1.0,,
pleia_energy,1,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d3f48a48b1e9bd268b7a135c9afd44e18a498537f9d3262d88eb1ded5694a0c3,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia_energy,3,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fb989e0b28343b79b68029382ab18ade0ee12ee10ed49917a8ceffa6f9970124,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia_energy,3,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fb989e0b28343b79b68029382ab18ade0ee12ee10ed49917a8ceffa6f9970124,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,True,,46.0,46.0,1.0,,
pleia_energy,3,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fb989e0b28343b79b68029382ab18ade0ee12ee10ed49917a8ceffa6f9970124,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia_energy,6,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,a7fb23eab8e276cf1692aec7b1d3928e3ec2e9cf037d4dbfff4e0ac7d3af6d87,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia_energy,6,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,a7fb23eab8e276cf1692aec7b1d3928e3ec2e9cf037d4dbfff4e0ac7d3af6d87,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,True,,46.0,46.0,1.0,,
pleia_energy,6,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,a7fb23eab8e276cf1692aec7b1d3928e3ec2e9cf037d4dbfff4e0ac7d3af6d87,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
rico,5,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bc0f06119e0a0e1ed46353afd0b76b2c92cad9e7003e51737073831e86c9ecd3,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,5,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bc0f06119e0a0e1ed46353afd0b76b2c92cad9e7003e51737073831e86c9ecd3,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s46_v1,True,,46.0,46.0,1.0,,
rico,5,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bc0f06119e0a0e1ed46353afd0b76b2c92cad9e7003e51737073831e86c9ecd3,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
rico,15,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,15,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,True,,46.0,46.0,1.0,,
rico,15,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
rico,30,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,0db7f0a10aa75d45d291b57c800923360aa803d8a48eb3fa75d6968e1b6a27fe,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,30,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,0db7f0a10aa75d45d291b57c800923360aa803d8a48eb3fa75d6968e1b6a27fe,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s46_v1,True,,46.0,46.0,1.0,,
rico,30,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,0db7f0a10aa75d45d291b57c800923360aa803d8a48eb3fa75d6968e1b6a27fe,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
rico,60,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,27622b6cebbf93f20aeec4af03f6497dc542faf718a8e023032df13475a84c65,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,60,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,27622b6cebbf93f20aeec4af03f6497dc542faf718a8e023032df13475a84c65,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s46_v1,True,,46.0,46.0,1.0,,
rico,60,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,27622b6cebbf93f20aeec4af03f6497dc542faf718a8e023032df13475a84c65,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
bdg2,1,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b6643b6b0997a0780ea6392f425b4a0cb5398cc5509f4332b3c8d5941770a46d,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
bdg2,1,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b6643b6b0997a0780ea6392f425b4a0cb5398cc5509f4332b3c8d5941770a46d,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s46_v1,True,,46.0,46.0,1.0,,
bdg2,1,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b6643b6b0997a0780ea6392f425b4a0cb5398cc5509f4332b3c8d5941770a46d,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
