dataset,block,room,sensor_variable,start,end,n_valid_raw,missing_fraction,resample_freq,n_outliers_removed,target_min_bound,target_max_bound,n_processed_steps
PLEIAData,B,11,V2,2021-01-01 00:10:00,2021-12-17 23:50:00,50543,0.0,10min,0,15.0,40.0,50543
