epoch,train_mse,validation_mae
1,0.3300615771912705,3.224786459409126
2,0.11866102077351318,2.6713833894301158
3,0.10449252573167933,2.6873676579652077
4,0.09480853635051038,2.5763537224081654
5,0.08518295417143056,2.4599531789719005
6,0.07729143268910112,2.4766166284167364
7,0.06968278292182045,2.3898441187604877
8,0.06431353032149538,2.368989117972361
9,0.060643639507299237,2.3417127428049995
10,0.05791052840040612,2.2779979038768077
11,0.055464807559211814,2.2057418513984044
12,0.05419955186739976,2.275611276448465
13,0.052267198933360313,2.178663910351156
14,0.0508777434565014,2.2151692411142547
15,0.05016387558358411,2.115501612317135
16,0.04858049566809926,2.2314557375419266
17,0.04856437854762271,2.2115286338070557
18,0.047550218204276004,2.232848123803637
19,0.047505457963251965,2.1442101100284243
20,0.04685648222375075,2.0443812232905723
21,0.045364960946083985,2.208005317560896
22,0.04493359943813831,2.0964667140877893
23,0.044226146648295404,2.1729867658851005
24,0.043466299118399256,2.1802508138611363
25,0.04314212083675071,2.0927519661654492
