epoch,train_mse,validation_mae
1,0.350040665061423,3.3064882867363234
2,0.14158099677311695,2.8475291181650606
3,0.12609723341625195,2.7701424235481054
4,0.11378776933931999,2.642672112492637
5,0.10441039054170574,2.6173620210903334
6,0.09518847537137673,2.436389716029745
7,0.08884257788072515,2.5595487782180983
8,0.08506101956223074,2.4090501595390825
9,0.08153232065302995,2.448405706940252
10,0.07867579203600762,2.413447818078209
11,0.07685682992839062,2.402093426977105
12,0.0742271099368695,2.2556478021218047
13,0.073384143324787,2.2815558899200017
14,0.07136819460310213,2.3736178372711283
15,0.07018113080621055,2.262070809889687
16,0.0679556204238883,2.3101179223838644
17,0.06713887195286275,2.4302210594032423
