model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.08936689999245573,395485184,395513856,350867456,350916608,28672,413286400,5199048704,0.05,0.078125
persistence,tuning,False,0.0005818999925395474,381124608,381140992,337223680,337256448,16384,408580096,5336952832,0.05,0.0
persistence,final_fit,False,0.0006055999983800575,381140992,381140992,337256448,337256448,0,408580096,5336952832,0.05,0.0
persistence,calibration,False,0.002470999999786727,381140992,381202432,337256448,337256448,61440,408580096,5336895488,0.05,0.015625
persistence,inference,False,0.003926699995645322,381202432,381202432,337256448,337256448,0,408580096,5336895488,0.05,0.0
persistence,artifact_serialization,False,0.0007027999963611364,381280256,381296640,337223680,337256448,16384,408580096,5336895488,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5224696000077529,411377664,516771840,366608384,539369472,105394176,516771840,5100748800,0.05,0.515625
xgboost,tuning,False,2.8299149999947986,386396160,499200000,341110784,522235904,112803840,500228096,5224534016,0.05,2.765625
xgboost,final_fit,False,0.6547391999920364,496254976,499855360,519254016,522866688,3600384,500228096,5228392448,0.05,0.625
xgboost,calibration,False,0.049472099999547936,497545216,497561600,520531968,520531968,16384,500228096,5240311808,0.05,0.046875
xgboost,inference,False,0.09847129999252502,497561600,497565696,520531968,520548352,4096,500228096,5240557568,0.05,0.09375
xgboost,artifact_serialization,False,0.00527739999233745,497557504,497565696,520499200,520531968,8192,500228096,5241327616,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.7205675000004703,518225920,537063424,540643328,568995840,18837504,537063424,5025501184,0.05,0.703125
attention_lstm,tuning,False,56.063726300009876,496279552,625856512,520339456,665759744,129576960,626745344,4847169536,0.05,55.125
attention_lstm,final_fit,False,10.529199500000686,580964352,618369024,616407040,658849792,37404672,626745344,4974563328,0.05,10.296875
attention_lstm,calibration,False,0.19329489998926874,610181120,611577856,651231232,652099584,1396736,626745344,4988571648,0.05,0.203125
attention_lstm,inference,False,0.3753965999931097,611577856,612159488,652083200,653438976,581632,626745344,4975947776,0.05,0.390625
attention_lstm,artifact_serialization,False,0.004426800005603582,615415808,615571456,656699392,656732160,155648,626745344,4976504832,0.05,0.015625
