model,mae,rmse,n,negative_predictions,verified
persistence,0.13126135560714647,0.257541502923049,9907,0,True
xgboost,0.1202362803402926,0.22629620256684296,9907,0,True
attention_lstm,0.1549280861907209,0.25219514680089966,9907,0,True
