model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.08945939999830443,400900096,401100800,355876864,355926016,200704,1245474816,4442238976,0.05,0.09375
persistence,tuning,False,0.0008241000032285228,385662976,385679360,340615168,340647936,16384,1241374720,4426817536,0.05,0.0
persistence,final_fit,False,0.0011598999990383163,385662976,385679360,340615168,340647936,16384,1241374720,4426764288,0.05,0.0
persistence,calibration,False,0.006405200008885004,385679360,385757184,340647936,340647936,77824,1241374720,4426444800,0.05,0.0
persistence,inference,False,0.004321900007198565,385757184,385777664,340647936,340668416,20480,1241374720,4426444800,0.05,0.0
persistence,artifact_serialization,False,0.0010411999974166974,385761280,385777664,340635648,340668416,16384,1241374720,4425166848,0.05,0.015625
xgboost,artifact_reload_and_predict_verification,False,0.5056210000038845,414904320,519557120,370061312,543805440,104652800,1245474816,4330008576,0.05,0.5
xgboost,tuning,False,2.8505593000008957,389865472,503517184,346914816,525565952,113651712,1241374720,4242419712,0.05,2.765625
xgboost,final_fit,False,0.7025083999906201,500191232,504659968,522240000,526757888,4468736,1241374720,4297359360,0.05,0.6875
xgboost,calibration,False,0.04936439999437425,501751808,501751808,523829248,523829248,0,1241374720,4308176896,0.05,0.046875
xgboost,inference,False,0.10163809999357909,501751808,501760000,523829248,523849728,8192,1241374720,4308201472,0.05,0.109375
xgboost,artifact_serialization,False,0.004934799988404848,501760000,501800960,523800576,523833344,40960,1241374720,4307709952,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6806738000013866,525172736,548556800,549236736,594808832,23384064,1245474816,4297523200,0.05,0.65625
attention_lstm,tuning,False,78.7080130999966,499212288,634171392,522969088,671825920,134959104,1241374720,4189585408,0.05,77.0625
attention_lstm,final_fit,False,18.78419920000306,628264960,628264960,664039424,664109056,0,1241374720,4181319680,0.05,18.296875
attention_lstm,calibration,False,0.19617049999942537,617619456,619229184,654934016,656162816,1609728,1241374720,4218830848,0.05,0.1875
attention_lstm,inference,False,0.39932099998986814,619229184,619327488,656162816,659251200,98304,1241374720,4229861376,0.05,0.40625
attention_lstm,artifact_serialization,False,0.004728500003693625,622661632,622817280,662663168,662695936,155648,1241374720,4226793472,0.05,0.0
