model,mae,rmse,n,negative_predictions,verified
persistence,0.5479458968406178,0.7817754844230004,9907,0,True
xgboost,4.518625914524671,4.940293577016207,9907,0,True
attention_lstm,4.644988419538648,4.948151953795947,9907,0,True
