left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,14858,4953,2021-01-07 23:50:00,2021-04-21 04:00:00,2021-04-21 04:10:00,2021-04-21 04:30:00,2021-05-25 13:50:00,2021-04-21 04:40:00,2021-05-25 14:00:00,0,0,,0,44caea14eb9235d38ecc221b7d59fdc2f8f54bff0f52fbbd9e0bb1b805ca2387,05d6c30f8c3813efdcab97c9bdab0eee81ce669af9af5b8b70b88518c07f2ca8
calibration,test,4953,9907,2021-04-21 04:30:00,2021-05-25 13:50:00,2021-05-25 14:00:00,2021-05-25 14:10:00,2021-08-02 09:10:00,2021-05-25 14:20:00,2021-08-02 09:20:00,0,0,,0,05d6c30f8c3813efdcab97c9bdab0eee81ce669af9af5b8b70b88518c07f2ca8,b6bdcea0efeca5c07185bc1f75980e8a2570387a5c08e31f9cd301cf38cb60bd
inner0_train,inner0_validation,4951,4952,2021-01-07 23:50:00,2021-02-11 08:50:00,2021-02-11 09:00:00,2021-02-11 09:10:00,2021-03-17 18:20:00,2021-02-11 09:20:00,2021-03-17 18:30:00,0,0,,0,0388e109290a61d05fa9d59bbd9c237bab2a32267e29b1fb8a9d86b58d147f6d,d9b8de7f361f4bdbe04542b9c243a2685ce657a01202469acaf8acd43c1c7106
inner1_train,inner1_validation,9903,4953,2021-01-07 23:50:00,2021-03-17 18:20:00,2021-03-17 18:30:00,2021-03-17 18:40:00,2021-04-21 04:00:00,2021-03-17 18:50:00,2021-04-21 04:10:00,0,0,,0,ce74106a5bae27e1e344fdc38942436bf694eabfb98ddbe63b832a5414090828,36a56bf1ec8357c98060da403a08ce064b57ba57997bc7c82896591862424bbd
