model,mae,rmse,n,negative_predictions,verified
persistence,0.07447077772664519,0.12451008457023498,8692,0,True
xgboost,0.27402924394146727,0.4466372664209984,8692,0,True
attention_lstm,3.0342996567007696,3.369376797863598,8692,0,True
