model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09408719999191817,401207296,401420288,356917248,356966400,212992,1245966336,4886851584,0.05,0.09375
persistence,tuning,False,0.0011140999995404854,384741376,384757760,339988480,340021248,16384,1241559040,4927004672,0.05,0.0
persistence,final_fit,False,0.0008408000139752403,384757760,384757760,340021248,340021248,0,1241559040,4927987712,0.05,0.0
persistence,calibration,False,0.0032821000058902428,384757760,384831488,340021248,340021248,73728,1241559040,4927913984,0.05,0.0
persistence,inference,False,0.004775599998538382,384831488,384831488,340021248,340021248,0,1241559040,4927913984,0.05,0.0
persistence,artifact_serialization,False,0.0007848000095691532,384892928,384909312,339988480,340021248,16384,1241559040,4927918080,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5115177999978187,415703040,519753728,371097600,542625792,104050688,1245966336,4776665088,0.05,0.484375
xgboost,tuning,False,2.8796356999955606,389496832,504504320,344981504,526462976,115007488,1241559040,4766916608,0.05,2.84375
xgboost,final_fit,False,0.7110142999881646,501231616,505872384,524185600,527843328,4640768,1241559040,4780077056,0.05,0.6875
xgboost,calibration,False,0.05178850000083912,502980608,503005184,524914688,524931072,24576,1241559040,4780974080,0.05,0.0625
xgboost,inference,False,0.09936839999863878,503005184,503009280,524914688,524931072,4096,1241559040,4781449216,0.05,0.09375
xgboost,artifact_serialization,False,0.00444479999714531,503009280,503017472,524881920,524914688,8192,1241559040,4782350336,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.720134599992889,525254656,545857536,548048896,591056896,20602880,1245966336,4742860800,0.05,0.703125
attention_lstm,tuning,False,126.9785464000015,501223424,636784640,524472320,673017856,135561216,1241559040,4609449984,0.05,124.265625
attention_lstm,final_fit,False,37.546667099988554,631709696,631746560,667635712,667701248,36864,1241559040,4609454080,0.05,37.15625
attention_lstm,calibration,False,0.20459999999729916,618266624,619892736,655224832,656293888,1626112,1241559040,4666327040,0.05,0.203125
attention_lstm,inference,False,0.39068110000516754,619888640,620474368,656277504,657088512,585728,1241559040,4665733120,0.05,0.375
attention_lstm,artifact_serialization,False,0.004285799994249828,623427584,623587328,660082688,660115456,159744,1241559040,4656476160,0.05,0.0
