model,mae,rmse,n,negative_predictions,verified
persistence,0.3915918037751086,0.5655364111359953,9907,0,True
xgboost,3.342319265966087,3.727628739108575,9907,0,True
attention_lstm,3.871115346222987,4.190699403882842,9907,0,True
