model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09497350000310689,399310848,399519744,354779136,354828288,208896,1244868608,5578047488,0.05,0.09375
persistence,tuning,False,0.00063340000633616,392404992,392421376,347475968,347508736,16384,1244368896,5540401152,0.05,0.0
persistence,final_fit,False,0.0003952000115532428,392421376,392421376,347508736,347508736,0,1244368896,5540401152,0.05,0.0
persistence,calibration,False,0.002595300000393763,392421376,392499200,347508736,347508736,77824,1244368896,5540356096,0.05,0.0
persistence,inference,False,0.003680500012706034,392499200,392499200,347508736,347508736,0,1244368896,5540356096,0.05,0.015625
persistence,artifact_serialization,False,0.0008868000004440546,392482816,392499200,347475968,347508736,16384,1244368896,5540380672,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5393177999940235,414310400,518643712,369741824,542670848,104333312,1244868608,5469208576,0.05,0.484375
xgboost,tuning,False,2.95968780000112,388980736,505151488,344363008,527065088,116170752,1244368896,5418561536,0.05,2.90625
xgboost,final_fit,False,0.707056700004614,501829632,505176064,523747328,527081472,3346432,1244368896,5412884480,0.05,0.703125
xgboost,calibration,False,0.05362079999758862,502263808,502263808,524148736,524148736,0,1244368896,5418242048,0.05,0.046875
xgboost,inference,False,0.10372040000220295,502263808,502267904,524148736,524165120,4096,1244368896,5418242048,0.05,0.109375
xgboost,artifact_serialization,False,0.00547970000479836,502267904,502276096,524115968,524148736,8192,1244368896,5418852352,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.6891548999992665,523542528,546275328,547422208,593973248,22732800,1244868608,5439283200,0.05,0.671875
attention_lstm,tuning,False,84.26128360000439,502743040,622116864,524947456,669446144,119373824,1244368896,5245214720,0.05,82.734375
attention_lstm,final_fit,False,19.491034300008323,610312192,615174144,658546688,662552576,4861952,1244368896,5327052800,0.05,19.03125
attention_lstm,calibration,False,0.19657860000734217,607141888,608509952,655065088,655863808,1368064,1244368896,5388218368,0.05,0.203125
attention_lstm,inference,False,0.3694182000035653,608509952,611258368,655863808,659218432,2748416,1244368896,5380251648,0.05,0.359375
attention_lstm,artifact_serialization,False,0.004480199990211986,614105088,614260736,662073344,662106112,155648,1244368896,5377437696,0.05,0.0
