model,unit,phase,candidate_id,inner_fold,n_train,train_row_id_hash,validation_row_id_hash,parameters,seed,final_epochs,estimator_class,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
xgboost,pleia_h6_f2_s44_xgboost,tuning,0,0.0,4944,bbdb67836016cd321bc4034204ba1fbee44cc0ed367c6df732737d0ae34fb25b,d0148356d1059b6d860915c341aa4d49738e7333beea12b06c81c2d6db2efed5,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.4267937999975402,389013504,496242688,344416256,518381568,107229184,1244368896,5449375744,0.05,0.390625
xgboost,pleia_h6_f2_s44_xgboost,tuning,0,1.0,9888,808625e98a9827f0b336a33a1d4df778e10b653971e176b745ab026b955b2088,6a65c1b05e74d0a66db9f9ecd008e0b6a503b43d0c28174b5595f0d87b9c5628,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.6163939999969443,496345088,498565120,518348800,520482816,2220032,1244368896,5424820224,0.05,0.609375
xgboost,pleia_h6_f2_s44_xgboost,tuning,1,0.0,4944,bbdb67836016cd321bc4034204ba1fbee44cc0ed367c6df732737d0ae34fb25b,d0148356d1059b6d860915c341aa4d49738e7333beea12b06c81c2d6db2efed5,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.5427450999995926,496640000,501796864,518533120,523796480,5156864,1244368896,5421154304,0.05,0.546875
xgboost,pleia_h6_f2_s44_xgboost,tuning,1,1.0,9888,808625e98a9827f0b336a33a1d4df778e10b653971e176b745ab026b955b2088,6a65c1b05e74d0a66db9f9ecd008e0b6a503b43d0c28174b5595f0d87b9c5628,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.7665966000058688,501858304,505151488,523763712,527065088,3293184,1244368896,5418561536,0.05,0.765625
xgboost,pleia_h6_f2_s44_xgboost,final_fit,0,,14850,6a1d8d5428c47d27c6ee1d60ccc5becfe360e89276cc4e3214aa77dfa56a2f9f,,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",44,,xgboost.sklearn.XGBRegressor,0.6970541000046069,501854208,505176064,523763712,527081472,3321856,1244368896,5412884480,0.05,0.703125
attention_lstm,pleia_h6_f2_s44_attention_lstm,tuning,0,0.0,4944,bbdb67836016cd321bc4034204ba1fbee44cc0ed367c6df732737d0ae34fb25b,d0148356d1059b6d860915c341aa4d49738e7333beea12b06c81c2d6db2efed5,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",44,,src.attention_lstm.AttentionLSTM,11.408728900001734,503132160,621203456,525340672,657321984,118071296,1244368896,5245214720,0.05,11.0625
attention_lstm,pleia_h6_f2_s44_attention_lstm,tuning,0,1.0,9888,808625e98a9827f0b336a33a1d4df778e10b653971e176b745ab026b955b2088,6a65c1b05e74d0a66db9f9ecd008e0b6a503b43d0c28174b5595f0d87b9c5628,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",44,,src.attention_lstm.AttentionLSTM,25.995480999990832,608612352,621961216,654512128,668925952,13348864,1244368896,5372325888,0.05,25.453125
attention_lstm,pleia_h6_f2_s44_attention_lstm,tuning,1,0.0,4944,bbdb67836016cd321bc4034204ba1fbee44cc0ed367c6df732737d0ae34fb25b,d0148356d1059b6d860915c341aa4d49738e7333beea12b06c81c2d6db2efed5,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",44,,src.attention_lstm.AttentionLSTM,15.565755199990235,617050112,617050112,664084480,664084480,0,1244368896,5366075392,0.05,15.25
attention_lstm,pleia_h6_f2_s44_attention_lstm,tuning,1,1.0,9888,808625e98a9827f0b336a33a1d4df778e10b653971e176b745ab026b955b2088,6a65c1b05e74d0a66db9f9ecd008e0b6a503b43d0c28174b5595f0d87b9c5628,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",44,,src.attention_lstm.AttentionLSTM,30.017652000009548,585052160,622116864,622264320,669446144,37064704,1244368896,5359063040,0.05,29.703125
attention_lstm,pleia_h6_f2_s44_attention_lstm,final_fit,0,,14850,6a1d8d5428c47d27c6ee1d60ccc5becfe360e89276cc4e3214aa77dfa56a2f9f,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",44,9.0,src.attention_lstm.AttentionLSTM,19.480263099991134,609988608,615325696,658563072,662552576,5337088,1244368896,5327052800,0.05,19.03125
