model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.11953530000755563,490369024,491167744,446992384,447242240,798720,1031073792,5225119744,0.05,0.125
persistence,tuning,False,0.0006796999950893223,449007616,449024000,405233664,405266432,16384,1031598080,5250953216,0.05,0.0
persistence,final_fit,False,0.0005801000079372898,449024000,449032192,405266432,405266432,8192,1031598080,5250682880,0.05,0.0
persistence,calibration,False,0.0076717999909305945,449032192,449478656,405266432,405688320,446464,1031598080,5249716224,0.05,0.015625
persistence,inference,False,0.013397999995504506,449478656,449478656,405688320,405688320,0,1031598080,5249708032,0.05,0.015625
persistence,artifact_serialization,False,0.0008558999979868531,455135232,455135232,412139520,412139520,0,1031598080,5250781184,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.1260328000062145,525598720,622403584,481296384,642707456,96804864,1031073792,5092622336,0.05,1.09375
xgboost,tuning,False,6.235413000002154,450658304,571183104,407920640,593477632,120524800,1031598080,5051228160,0.05,6.09375
xgboost,final_fit,False,1.9667705000028946,562860032,577019904,585064448,599826432,14159872,1031598080,5052149760,0.05,1.921875
xgboost,calibration,False,0.16843629999493714,560353280,560517120,585445376,585486336,163840,1031598080,5077635072,0.05,0.15625
xgboost,inference,False,0.3029320999921765,560517120,560795648,585469952,585777152,278528,1031598080,5077889024,0.05,0.296875
xgboost,artifact_serialization,False,0.004756399997859262,570662912,572211200,594329600,595468288,1548288,1031598080,5071298560,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,2.2193411999905948,633585664,649740288,654180352,690892800,16154624,1031073792,5054738432,0.05,2.203125
attention_lstm,tuning,False,278.74382240000705,561000448,681185280,586428416,721596416,120184832,1031598080,4867153920,0.05,272.703125
attention_lstm,final_fit,False,66.02927030000137,674246656,684023808,715505664,723529728,9777152,1031598080,4951031808,0.05,64.890625
attention_lstm,calibration,False,0.6626408000010997,671875072,674856960,710037504,715116544,2981888,1031598080,5006131200,0.05,0.65625
attention_lstm,inference,False,1.321484199987026,674856960,676483072,715116544,718782464,1626112,1031598080,4997115904,0.05,1.28125
attention_lstm,artifact_serialization,False,0.0049633000016910955,690728960,690892800,732835840,732868608,163840,1031598080,4984512512,0.05,0.015625
