model,mae,rmse,n,negative_predictions,verified
persistence,42.80348447459585,78.69880137930757,34640,0,True
xgboost,28.562105723910467,54.10674273668655,34640,103,True
attention_lstm,35.52821021160734,66.70892253624596,34640,0,True
