model,mae,rmse,n,negative_predictions,verified
persistence,0.12760863530836783,0.24188010063684087,9907,0,True
xgboost,0.1511315438887769,0.24385366270656145,9907,0,True
attention_lstm,0.1286929638063052,0.22771109100449605,9907,0,True
