model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09301480000431184,396374016,396398592,351076352,351125504,24576,411017216,4491476992,0.05,0.09375
persistence,tuning,False,0.000643299994408153,383930368,383946752,338534400,338567168,16384,407085056,4419567616,0.05,0.0
persistence,final_fit,False,0.00042729999404400587,383946752,383946752,338567168,338567168,0,407085056,4419526656,0.05,0.0
persistence,calibration,False,0.002486400000634603,383946752,384020480,338567168,338567168,73728,407085056,4419481600,0.05,0.0
persistence,inference,False,0.005361499992432073,384020480,384020480,338567168,338567168,0,407085056,4419448832,0.05,0.015625
persistence,artifact_serialization,False,0.000787899989518337,384004096,384020480,338534400,338567168,16384,407085056,4401430528,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5034130999993067,410832896,518799360,366014464,541302784,107966464,518799360,4375924736,0.05,0.515625
xgboost,tuning,False,2.9386590999929467,383885312,499589120,341798912,522645504,115703808,500551680,4217540608,0.05,2.859375
xgboost,final_fit,False,0.9799857999896631,496623616,501424128,519659520,524480512,4800512,502456320,4223336448,0.05,0.96875
xgboost,calibration,False,0.06087149999802932,497647616,497659904,520691712,520712192,12288,502456320,4231086080,0.05,0.078125
xgboost,inference,False,0.13724599999841303,497659904,497664000,520691712,520712192,4096,502456320,4231254016,0.05,0.125
xgboost,artifact_serialization,False,0.006425600004149601,497668096,499793920,520658944,523730944,2125824,502456320,4230438912,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.7978827000042656,520531968,538206208,542945280,569716736,17674240,538206208,4302307328,0.05,0.734375
attention_lstm,tuning,False,93.2409495000029,497004544,621178880,521179136,661393408,124174336,621264896,4046196736,0.05,91.1875
attention_lstm,final_fit,False,18.787344999989728,606814208,619929600,654036992,660705280,13115392,621264896,4196081664,0.05,18.40625
attention_lstm,calibration,False,0.19604999999864958,586498048,588341248,618024960,621060096,1843200,621264896,4282327040,0.05,0.203125
attention_lstm,inference,False,0.3760857000015676,583299072,585932800,618749952,621469696,2633728,621264896,4289994752,0.05,0.359375
attention_lstm,artifact_serialization,False,0.010648900002706796,589299712,589455360,624803840,624836608,155648,621264896,4293517312,0.05,0.0
