dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,conformal_method,nominal_coverage,boundary_time,n_calibration,n_conformal,n_rule,n_embargoed,requested_fraction,realised_fraction,min_samples,usable,conformal_last_target,rule_first_origin,rule_last_target,reason,selection_partition,conformalized_on,test_first_target,test_last_target,selected_rule
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,cqr,0.95,2021-09-10 17:20:00,10109,6065,4043,1,0.6,0.5999604312988426,200,True,2021-09-10 17:20:00,2021-09-10 17:30:00,2021-10-08 19:20:00,chronological nested split of the calibration partition,calibration_rule_block,calibration_early_block,2021-10-08 19:30:00,2021-12-18,2-of-3
