dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,point_model,conformal_method,nominal_coverage,empirical_coverage,coverage_deviation,mean_interval_width,median_interval_width,winkler_score,n_valid,normalized_mean_interval_width,n_seeds,n_crossed_repaired,coverage_std,width_std,dscp_n_clusters,dscp_silhouette
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,HistGBR-quantile,cqr,0.9,0.9383656509695291,0.03836565096952904,0.3066955897571193,0.1804207351147028,0.9549963813647737,10108,0.12436177925146365,5,0,0.004029611667440519,0.003993461991538052,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,HistGBR-quantile,quantile_uncalibrated,0.9,0.79600316580926,0.10399683419074002,0.21365510511645672,0.0873802504740403,0.9702608539391836,10108,0.08663485849106271,1,0,,,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,HistGBR-quantile,cqr,0.95,0.9730906212900673,0.023090621290067337,0.409892398206415,0.2345042329005323,1.5864663783384365,10108,0.16620698061868996,5,0,0.003243023545476524,0.003660051698113154,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,HistGBR-quantile,quantile_uncalibrated,0.95,0.8690146418678275,0.08098535813217245,0.2845140617303186,0.10912589642443599,1.6086369888905903,10108,0.1153674070333509,1,0,,,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,XGBRegressor,recentred_enbpi_static,0.9,0.9694301543332015,0.06943015433320143,0.8115672320127487,0.8115672320127487,1.4412671686041412,10108,0.32908182682124143,3,0,0.005478779067470478,0.021519671786465546,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,XGBRegressor,recentred_enbpi_static,0.95,0.987633557578156,0.03763355757815601,1.2507477538152174,1.2507477538152174,2.374278698830184,10108,0.5071648281033732,3,0,0.004535771027442705,0.10537417480833611,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,XGBRegressor,recentred_enbpi_updated,0.9,0.9051246537396122,0.005124653739612128,0.5556267756165696,0.502435352653265,1.3806605450579068,10108,0.22530071094322401,3,0,0.0025764443984467133,0.006768924193971097,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,XGBRegressor,recentred_enbpi_updated,0.95,0.9538979026513652,0.003897902651365248,0.8217249140307975,0.740908722792353,2.166786001978234,10108,0.3332006581674487,3,0,0.001575329232620505,0.02137442300253481,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,HistGBR-quantile,cqr,0.9,0.9403324757569761,0.04033247575697607,0.3167852424677817,0.197066835779633,1.0169517698093147,10106,0.1284404628127524,5,0,0.0027645461999754504,0.003633817302125363,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,HistGBR-quantile,quantile_uncalibrated,0.9,0.7696417969523056,0.1303582030476944,0.2213564227611648,0.10163801607301601,1.0415508198723895,10106,0.08974888212764784,1,0,,,,
