model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.11904979999235366,490250240,491634688,447037440,447848448,1384448,1034244096,5196865536,0.05,0.109375
persistence,tuning,False,0.0007140999950934201,450478080,450494464,406843392,406876160,16384,1032192000,5195046912,0.05,0.0
persistence,final_fit,False,0.00043140001071151346,450494464,450494464,406876160,406876160,0,1032192000,5195051008,0.05,0.0
persistence,calibration,False,0.006956900004297495,450494464,450547712,406876160,406876160,53248,1032192000,5195055104,0.05,0.015625
persistence,inference,False,0.011869599999045022,450547712,451469312,406876160,407801856,921600,1032192000,5193973760,0.05,0.0
persistence,artifact_serialization,False,0.0006568000098923221,456347648,456376320,413462528,413495296,28672,1032192000,5189591040,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.0938077000027988,532873216,627523584,491962368,652824576,94650368,1034244096,5051133952,0.05,1.046875
xgboost,tuning,False,6.255947700003162,452444160,572624896,408719360,594837504,120180736,1032192000,5021683712,0.05,6.140625
xgboost,final_fit,False,2.022582000005059,564310016,585039872,586436608,606777344,20729856,1032192000,5028823040,0.05,1.953125
xgboost,calibration,False,0.15983190000406466,561627136,561721344,584253440,584302592,94208,1032192000,5054332928,0.05,0.15625
xgboost,inference,False,0.30965850000211503,561721344,561725440,584298496,584314880,4096,1032192000,5046329344,0.05,0.296875
xgboost,artifact_serialization,False,0.005410500001744367,571826176,573599744,594554880,596144128,1773568,1032192000,5047468032,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,2.239788499995484,631480320,649629696,653348864,690065408,18149376,1034244096,5025411072,0.05,2.140625
attention_lstm,tuning,False,292.0515887999936,567500800,687538176,590852096,726155264,120037376,1032192000,4408266752,0.05,287.578125
attention_lstm,final_fit,False,50.46362879998924,672370688,673910784,724250624,725561344,1540096,1032192000,4829478912,0.05,49.578125
attention_lstm,calibration,False,0.6772012000001268,648327168,648687616,691482624,693243904,360448,1032192000,4877885440,0.05,0.671875
attention_lstm,inference,False,1.3329325999948196,648687616,649793536,693243904,696111104,1105920,1032192000,4860190720,0.05,1.28125
attention_lstm,artifact_serialization,False,0.004369099988252856,663449600,663609344,709881856,709914624,159744,1032192000,4849971200,0.05,0.0
