model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,17350,34640,15616,203.15599999999995,0.8975461893764434,406.3119999999999,580.2719217667436,15085,True
persistence,0.95,17350,34640,16484,249.0,0.9442263279445727,498.0,703.0353413394918,16398,True
xgboost,0.9,17350,34640,15616,87.47156494140626,0.9069284064665127,174.94312988281257,323.2197308697743,12299,True
xgboost,0.95,17350,34640,16484,124.58028259277344,0.9492782909930716,249.16056518554691,443.960486968529,13089,True
attention_lstm,0.9,17350,34640,15616,101.44858203125,0.9109699769053118,202.8971640625,367.88648351808337,12415,True
attention_lstm,0.95,17350,34640,16484,138.88896679687502,0.951472286374134,277.77793359375016,509.1680827739054,13099,True
