model,mae,rmse,n,negative_predictions,verified
persistence,0.7156750038837967,1.041377894828978,6437,0,True
xgboost,1.2070528856211982,1.774556203714715,6437,0,True
attention_lstm,3.075033250624707,3.4773222485657236,6437,0,True
