model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09033600000839215,427024384,427192320,380821504,380870656,167936,472023040,5469736960,0.05,0.09375
persistence,tuning,False,0.0009215000027325004,423313408,423342080,377159680,377196544,28672,472551424,5513105408,0.05,0.0
persistence,final_fit,False,0.0004983000108040869,423342080,423342080,377196544,377196544,0,472551424,5513109504,0.05,0.0
persistence,calibration,False,0.002766300007351674,423342080,423403520,377196544,377196544,61440,472551424,5513134080,0.05,0.0
persistence,inference,False,0.003483100008452311,423403520,423550976,377163776,377376768,147456,472551424,5513015296,0.05,0.0
persistence,artifact_serialization,False,0.0007412000122712925,423559168,423575552,377344000,377376768,16384,472551424,5512990720,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.6177741999999853,427732992,529707008,381308928,548061184,101974016,529707008,5367050240,0.05,0.5625
xgboost,tuning,False,2.9892467000026954,426668032,536530944,379912192,555343872,109862912,537567232,5381414912,0.05,2.90625
xgboost,final_fit,False,0.6852588999900036,532852736,537571328,551616512,555675648,4718592,537571328,5401239552,0.05,0.6875
xgboost,calibration,False,0.054276499999105,533614592,533622784,551690240,551698432,8192,537571328,5404934144,0.05,0.046875
xgboost,inference,False,0.10331779999251012,533622784,533639168,551698432,551714816,16384,537571328,5404930048,0.05,0.109375
xgboost,artifact_serialization,False,0.004778800008352846,533626880,533630976,551665664,551698432,4096,537571328,5405716480,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.5495125000015832,532373504,551677952,550580224,597168128,19304448,552812544,5347164160,0.05,0.53125
attention_lstm,tuning,False,48.767222800001036,537051136,640204800,555061248,675278848,103153664,641945600,5260288000,0.05,47.40625
attention_lstm,final_fit,False,8.551120400006766,639180800,641445888,674095104,676433920,2265088,641945600,5284978688,0.05,8.4375
attention_lstm,calibration,False,0.1433171999960905,610992128,610996224,636338176,636354560,4096,641945600,5309509632,0.05,0.140625
attention_lstm,inference,False,0.26885150000452995,610992128,612130816,636338176,637493248,1138688,641945600,5309509632,0.05,0.296875
attention_lstm,artifact_serialization,False,0.004434299989952706,611561472,612106240,636928000,637353984,544768,641945600,5318631424,0.05,0.015625
